"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
16886663,1085249,"O",192719.51,"1998-04-06","5-LOW","Clerk#000004710",0,"yly thin accounts; carefu"
16886690,925012,"O",223479.75,"1998-04-02","4-NOT SPECIFIED","Clerk#000005572",0,". carefully special requests integrate carefully. care"
16886691,646195,"O",119789.29,"1998-04-24","2-HIGH","Clerk#000007750",0," accounts sleep about the slyly regular as"
16886694,1174453,"O",140675.91,"1998-03-19","4-NOT SPECIFIED","Clerk#000000217",0,"riously pending accounts shall have to sleep carefully"
16886695,513871,"O",135830.56,"1998-04-24","3-MEDIUM","Clerk#000005839",0,"he special, unusual platelets. regular "
16886754,950272,"O",71015.50,"1998-04-15","5-LOW","Clerk#000009366",0,"unts sleep. ironic requests nag slyly. blithely express theodolites are. "
16886789,217321,"O",95769.54,"1998-04-11","1-URGENT","Clerk#000009561",0,"its. fluffily bold deposits among the furiously even accounts hag"
16886817,1105606,"O",126328.26,"1998-06-07","2-HIGH","Clerk#000005979",0,"nic excuses. even requests across the fluffily final ideas inte"
16886823,426850,"O",181794.32,"1998-07-31","2-HIGH","Clerk#000001803",0,", even packages. evenly bold packages boost carefully. slyly unusual "
16886852,1429525,"O",130280.46,"1998-02-21","2-HIGH","Clerk#000007956",0,"terns. slyly special deposits against the packages cajole f"
16886915,793399,"O",151702.95,"1998-03-31","4-NOT SPECIFIED","Clerk#000003029",0," the slyly even theodolites. permanent, unusu"
16886945,708322,"O",162673.16,"1998-07-29","1-URGENT","Clerk#000001201",0," fluffily regular requests haggle slyly even packages; slyl"
16886980,1390573,"O",183498.20,"1998-02-04","5-LOW","Clerk#000004272",0,"riously unusual packages. slyly regular instructions are against the fin"
16887008,838312,"O",247970.85,"1998-02-05","1-URGENT","Clerk#000007871",0,"y pending accounts. ironic packages wake deposits; b"
16887043,341632,"O",111107.04,"1998-02-05","4-NOT SPECIFIED","Clerk#000009062",0,"ly final foxes above the ironic foxes sleep furiously final account"
16887073,633283,"O",108985.11,"1998-07-21","2-HIGH","Clerk#000001456",0," fluffily bold notornis. blithely regular packages hang slyly furiously"
16887077,1202747,"O",80004.25,"1998-07-20","2-HIGH","Clerk#000002264",0,"d, ironic instructions. bold request"
16887106,644654,"O",110091.01,"1998-05-17","1-URGENT","Clerk#000008954",0,"es boost fluffily even platelets. furiously regular packages against the sp"
16887138,1347154,"O",242910.51,"1998-01-24","2-HIGH","Clerk#000002179",0,"ix blithely special"
16887360,1178659,"O",33901.36,"1998-08-01","3-MEDIUM","Clerk#000003129",0," even accounts wake against the slyly "
16887365,171218,"O",89696.20,"1998-01-06","2-HIGH","Clerk#000009902",0,"lites haggle regularl"
16887429,220439,"O",162230.32,"1998-01-02","4-NOT SPECIFIED","Clerk#000001469",0,"ar accounts sleep slyly slyly silent pa"
16887617,1439150,"O",290925.33,"1998-08-02","3-MEDIUM","Clerk#000002753",0,"s. quickly regular accounts integrate. blithely quick requests h"
16887652,442951,"O",202455.58,"1998-05-05","4-NOT SPECIFIED","Clerk#000004739",0,"ly above the furiously even foxes. furiously regular excuses "
16887680,120962,"O",281175.43,"1998-04-02","3-MEDIUM","Clerk#000005621",0,"st. slyly special requests boost carefully according "
16887718,319363,"O",11060.67,"1998-06-30","5-LOW","Clerk#000007872",0,"lly at the carefully ironic deposits. fina"
16887744,1053460,"O",86850.70,"1998-01-21","5-LOW","Clerk#000005929",0,"less pinto beans. furiously ironic foxe"
16887748,545086,"O",78080.68,"1998-03-08","3-MEDIUM","Clerk#000004108",0,"foxes. blithely final excuses play quickly"
16887840,134065,"O",192233.01,"1998-06-03","4-NOT SPECIFIED","Clerk#000004941",0,"ss requests. even packages use carefully ironic instructions. carefully regula"
16887905,861262,"O",41940.37,"1998-03-15","2-HIGH","Clerk#000009457",0,"nding pinto beans are carefully."
16887938,958708,"O",94511.99,"1998-02-19","2-HIGH","Clerk#000006151",0,"gainst the special foxes. quickly regular pinto beans affi"
16887943,700598,"O",97815.11,"1998-07-29","4-NOT SPECIFIED","Clerk#000009659",0,"x-ray fluffily behind the final deposit"
16887968,1435990,"O",130251.55,"1998-02-07","2-HIGH","Clerk#000005304",0,"l instructions. pinto beans use slyly. "
16888033,1415894,"O",35076.09,"1998-05-05","5-LOW","Clerk#000008188",0,"ests x-ray carefully. carefully regular accounts are fluffil"
16888096,773611,"O",39566.06,"1998-01-17","1-URGENT","Clerk#000006315",0,"haggle slyly furiously final ideas. ideas slee"
16888097,74611,"O",28938.31,"1998-05-07","2-HIGH","Clerk#000004664",0,"ges thrash according to the unus"
16888193,875702,"O",194675.45,"1998-05-23","1-URGENT","Clerk#000000459",0,"deposits. carefully "
16888231,739087,"O",238720.60,"1998-05-17","4-NOT SPECIFIED","Clerk#000000327",0,"lar accounts kindle. "
16888295,940510,"O",237088.79,"1998-01-17","5-LOW","Clerk#000003857",0,"to the blithely unusual"
16888324,918113,"O",60566.04,"1998-06-18","5-LOW","Clerk#000007281",0,"xes cajole furiously after the de"
16888423,703765,"O",137102.41,"1998-03-06","5-LOW","Clerk#000009876",0," the express, ironic th"
16888484,1071974,"O",39543.75,"1998-02-12","1-URGENT","Clerk#000002826",0,"he quickly final asymptotes. s"
16888513,410888,"O",236970.21,"1998-03-11","4-NOT SPECIFIED","Clerk#000002568",0," express pinto beans unwind furiously against the eve"
16888547,381703,"O",215014.73,"1998-03-08","4-NOT SPECIFIED","Clerk#000001697",0,"ickly. even foxes along the thinly even idea"
16888578,766252,"O",86428.72,"1998-05-31","2-HIGH","Clerk#000005828",0,"packages. requests are slyly in place of the blithely"
16888613,868120,"O",96986.49,"1998-02-06","5-LOW","Clerk#000006736",0,"structions. bold reques"
16888641,55912,"O",49566.16,"1998-06-23","4-NOT SPECIFIED","Clerk#000004514",0,"inst the slyly regular requests. blith"
16888642,702676,"O",209616.65,"1998-07-14","3-MEDIUM","Clerk#000006913",0,"ual instructions will have to integrate slyly. ruthles"
16888673,609775,"O",26502.00,"1998-05-01","1-URGENT","Clerk#000001475",0,"against the sometimes ironic requests; pending ideas use a"
16888743,682559,"O",114327.38,"1998-03-11","4-NOT SPECIFIED","Clerk#000001617",0,"olites. special, bold braids hagg"
16888801,1086227,"O",294207.56,"1998-02-09","1-URGENT","Clerk#000006052",0,"hely regular accounts are. fluffily even pinto beans detect f"
16888804,818047,"O",135206.81,"1998-04-02","4-NOT SPECIFIED","Clerk#000009935",0," accounts cajole against the bold, i"
16888806,1455907,"O",178300.22,"1998-02-12","4-NOT SPECIFIED","Clerk#000007088",0,"gular theodolites sleep regular ideas. slyly regular pinto beans cajole fur"
16888833,105364,"O",78140.45,"1998-06-08","4-NOT SPECIFIED","Clerk#000005173",0,"sly final dependencies cajole slyly. foxes sleep regular deposits"
16888835,1264109,"O",139004.58,"1998-07-25","5-LOW","Clerk#000004956",0,"ven, ironic foxes. quickly regular pinto beans"
16888871,742435,"O",4770.28,"1998-05-21","1-URGENT","Clerk#000003392",0,"o the ironic accounts. fluffily even accounts about the blithely final war"
16888899,113141,"O",33610.40,"1998-02-17","3-MEDIUM","Clerk#000005927",0,"quickly final requests near the slyly pend"
16888900,1048181,"O",171772.53,"1998-05-12","3-MEDIUM","Clerk#000005678",0,"he blithely regular deposits nag across the requests. furio"
16888967,994468,"O",92281.57,"1998-05-11","2-HIGH","Clerk#000009806",0,"lent accounts nag carefully acros"
16889123,239422,"O",1526.79,"1998-08-01","2-HIGH","Clerk#000007036",0,"ding dependencies. ruthlessly regular packages across th"
16889156,714670,"O",313125.66,"1998-01-03","4-NOT SPECIFIED","Clerk#000004364",0," stealthily. ironic foxes cajole slyly about the daring, final ideas. t"
16889281,1192400,"O",62053.96,"1998-05-03","1-URGENT","Clerk#000009363",0,"furiously regular accounts wake afte"
16889350,607031,"O",97321.67,"1998-06-28","5-LOW","Clerk#000008525",0,"ally ironic instructions. fluffily special deposits boost slyly close pack"
16889408,1354226,"O",88749.58,"1998-04-10","4-NOT SPECIFIED","Clerk#000002927",0,"ckages. express excuses detect along the carefully br"
16889409,964378,"O",58190.73,"1998-06-29","5-LOW","Clerk#000004690",0,"es. silent packages use slyly bold accounts. carefully bold packages haggle "
16889473,1126640,"O",75857.81,"1998-05-15","4-NOT SPECIFIED","Clerk#000000941",0,"y bold pinto beans near the furiously regular somas haggle carefully ca"
16889568,55669,"O",360187.95,"1998-05-19","2-HIGH","Clerk#000002888",0,"y unusual foxes integrate slyly bold dependencies. blit"
16889572,584950,"O",307627.46,"1998-05-23","2-HIGH","Clerk#000007589",0,"ptotes sleep quickly. quietly bold f"
16889637,458063,"O",140807.14,"1998-07-07","2-HIGH","Clerk#000007709",0," fluffily! carefull"
16889638,659999,"O",279865.67,"1998-04-28","2-HIGH","Clerk#000003070",0,"r notornis. slyly final accounts hang furiously along the busy, brave i"
16889698,1161163,"O",117603.28,"1998-03-28","4-NOT SPECIFIED","Clerk#000003222",0,"lar dinos sleep slyly silent packages. regular"
16889701,15455,"O",108275.23,"1998-05-17","5-LOW","Clerk#000004809",0,"ar deposits are blithely quickly pending frays."
16889764,1266440,"O",20710.53,"1998-06-20","2-HIGH","Clerk#000009168",0,"hely final requests "
16889798,1273306,"O",287283.97,"1998-06-06","1-URGENT","Clerk#000001887",0," instructions nag during the slyly regular accounts. furiously final id"
16889829,552713,"O",237350.59,"1998-06-04","3-MEDIUM","Clerk#000008419",0,"d deposits cajole carefully slyly final "
16889863,540445,"O",63532.83,"1998-03-20","4-NOT SPECIFIED","Clerk#000006551",0,"furiously final pinto beans. permanently final foxes detect silent "
16889892,361309,"O",166806.45,"1998-01-30","5-LOW","Clerk#000009517",0,"ending packages. unusual, ironic accounts after th"
16889922,869864,"O",214560.92,"1998-02-26","2-HIGH","Clerk#000005628",0,"ts detect blithely on the special, even "
16889957,407839,"O",221545.87,"1998-04-29","5-LOW","Clerk#000001478",0,"ly express accounts-- express packages cajole upon the ca"
16889958,1039409,"O",66029.65,"1998-01-09","5-LOW","Clerk#000008889",0,"ording to the bravely unusual theodolites. ironic, ironic"
42965575,644050,"O",152870.03,"1998-04-08","1-URGENT","Clerk#000004101",0,"ously at the slyly regular deposits. fluffily regular "
42965601,773239,"O",304841.99,"1998-06-23","1-URGENT","Clerk#000007660",0,"jole slyly. platelets cajole. sile"
42965633,968978,"O",84611.88,"1998-06-23","4-NOT SPECIFIED","Clerk#000003307",0,"ect blithely across the quickly unusual deposits. carefully even notor"
42965639,603781,"O",45099.74,"1998-07-04","5-LOW","Clerk#000004857",0,"s hang slyly above the ironic accounts"
42965703,1355785,"O",55512.83,"1998-06-14","1-URGENT","Clerk#000005893",0,"er the ironic deposits. furiously ironic acc"
42965730,781289,"O",131454.84,"1998-01-07","2-HIGH","Clerk#000001501",0,"symptotes about the fluffily unusual f"
42965733,129046,"O",233713.01,"1998-01-18","2-HIGH","Clerk#000001938",0,"ly special packages. ideas are furiously across the "
42965763,780560,"O",51217.90,"1998-03-16","2-HIGH","Clerk#000002492",0,"s after the final pinto beans mold slyly"
42965766,752755,"O",264587.19,"1998-06-26","5-LOW","Clerk#000009881",0,"beans cajole pinto beans. fluffily even instructions nag furiously"
42965827,177076,"O",85704.07,"1998-02-07","4-NOT SPECIFIED","Clerk#000007040",0,"uickly furiously expr"
42965894,1187371,"O",41609.17,"1998-04-10","3-MEDIUM","Clerk#000008141",0,"lly carefully regular decoys. carefully special platelets wake"
42965920,722092,"O",33264.04,"1998-02-09","5-LOW","Clerk#000004872",0,"s integrate blithely above the final platelet"
42965954,150011,"O",302818.64,"1998-07-10","5-LOW","Clerk#000006184",0,"ounts cajole alongside of the quickly final dolphins. fluffily re"
42965984,1242910,"O",231989.43,"1998-01-01","1-URGENT","Clerk#000009155",0,"le quickly pending foxes. never final depos"
42966022,1282870,"O",28754.64,"1998-02-20","3-MEDIUM","Clerk#000007699",0,"mong the closely regular requests. carefully pending requests was car"
42966049,1257376,"O",225107.24,"1998-05-13","5-LOW","Clerk#000001111",0,"slyly across the exp"
42966116,1441681,"O",244028.29,"1998-01-25","4-NOT SPECIFIED","Clerk#000000894",0,"ular instructions sleep among the express grouche"
42966182,513910,"O",161618.14,"1998-04-13","1-URGENT","Clerk#000006649",0,"tithes among the fluffily even requests use"
42966211,1247182,"O",10825.07,"1998-07-09","4-NOT SPECIFIED","Clerk#000002896",0,"ct enticingly regular warthogs. instructions are along the instru"
42966240,369965,"O",95631.45,"1998-01-06","5-LOW","Clerk#000001710",0,"ans lose alongside of the quickly even foxes. quietly final "
42966336,184480,"O",50866.34,"1998-03-20","5-LOW","Clerk#000009354",0,". dolphins affix slyly"
42966343,1248107,"O",97871.25,"1998-01-28","5-LOW","Clerk#000006150",0,"y regular packages. furiously unusual platelets cajole sly"
42966467,692116,"O",82125.95,"1998-03-31","3-MEDIUM","Clerk#000004358",0,"g the express pinto beans. quickly express ideas may ha"
42966498,1382296,"O",60035.13,"1998-02-13","4-NOT SPECIFIED","Clerk#000000399",0,"round the quickly silent"
42966501,736651,"O",226314.33,"1998-01-21","1-URGENT","Clerk#000007880",0,"sual platelets against the fluff"
42966533,760514,"O",176738.88,"1998-04-20","5-LOW","Clerk#000009042",0,"en requests. instructions are after the carefully bold packages. fi"
42966625,744958,"O",203325.77,"1998-02-05","2-HIGH","Clerk#000000314",0,"ess requests wake fluffily above the deposits. closely regular request"
42966626,6406,"O",200811.63,"1998-04-21","2-HIGH","Clerk#000008048",0,"ld accounts affix fluffily blithely ironic deposits; furiously expr"
42966690,1075274,"O",167033.42,"1998-07-09","4-NOT SPECIFIED","Clerk#000008202",0,"inal ideas believe alongside of the regular, unusual asymptotes. car"
42966757,417361,"O",51440.77,"1998-07-02","1-URGENT","Clerk#000000510",0,"the carefully even accounts. ironic dependencies sleep unusual,"
42966759,966463,"O",198086.58,"1998-05-11","5-LOW","Clerk#000005021",0,"kages wake. final packages are carefu"
42966785,1058942,"O",86013.53,"1998-02-10","3-MEDIUM","Clerk#000003187",0,"equests sleep blithely ironi"
42966822,478096,"O",182906.62,"1998-06-19","5-LOW","Clerk#000006459",0,"riously ironic instructions"
42966851,1155179,"O",101303.54,"1998-05-23","4-NOT SPECIFIED","Clerk#000009043",0,"ourts sleep. fluffily express reques"
42966855,911804,"O",166142.37,"1998-04-15","4-NOT SPECIFIED","Clerk#000008839",0,"iously express packages among the regula"
42966912,732481,"O",136043.87,"1998-03-23","1-URGENT","Clerk#000006195",0,"nag carefully. ironic ideas cajole quickly. ideas dazzle s"
42966913,301228,"O",154162.26,"1998-05-02","3-MEDIUM","Clerk#000008063",0,"usual requests. furiously ironic asymptotes sleep careful"
42966914,223187,"O",80764.17,"1998-02-24","3-MEDIUM","Clerk#000009251",0,"usly along the never ironic"
42966916,852904,"O",73890.31,"1998-01-23","1-URGENT","Clerk#000000477",0," special requests. furiously regular ideas affix slyly along"
42966983,1037938,"O",139506.17,"1998-04-30","5-LOW","Clerk#000009678",0," after the regular requests. bold foxes affix above the slyly regular sauterne"
42967011,599837,"O",97862.07,"1998-02-11","5-LOW","Clerk#000005057",0," even accounts sleep carefully ideas. furiously permanent packages poach"
42967014,503645,"O",185605.48,"1998-05-13","3-MEDIUM","Clerk#000009991",0,"kages wake foxes. furi"
42967075,935446,"O",48644.26,"1998-07-14","2-HIGH","Clerk#000006658",0,"rding to the unusual, "
42967107,1387276,"O",270662.58,"1998-05-08","4-NOT SPECIFIED","Clerk#000004039",0,"rding to the carefully silent foxes. asymptote"
42967175,843227,"O",26644.80,"1998-05-21","3-MEDIUM","Clerk#000006865",0,"ly final instructions caj"
42967205,202426,"O",110759.42,"1998-07-14","4-NOT SPECIFIED","Clerk#000003243",0," warthogs. slyly bold a"
42967206,172435,"O",309876.96,"1998-05-06","4-NOT SPECIFIED","Clerk#000006387",0,"nal, unusual accounts cajole."
42967271,1448714,"O",203469.72,"1998-07-03","4-NOT SPECIFIED","Clerk#000005469",0,"ons. ironic instructions cajole enticing deposits. ironic courts hinder slyly "
42967396,418183,"O",76371.84,"1998-02-10","1-URGENT","Clerk#000009850",0,"uriously even accounts sol"
42967490,629947,"O",56044.93,"1998-06-02","5-LOW","Clerk#000008979",0,"nic requests integrate carefully accordin"
42967552,43099,"O",237347.68,"1998-04-23","5-LOW","Clerk#000006682",0,"efully instructions. blithely bold pac"
42967584,525490,"O",62203.40,"1998-04-08","4-NOT SPECIFIED","Clerk#000000831",0,"pearls sleep blithely besides the final r"
42967653,379744,"O",307385.17,"1998-04-14","5-LOW","Clerk#000007795",0,"ckages haggle carefully slyly careful deposits. spec"
42967718,705284,"O",104715.65,"1998-04-16","2-HIGH","Clerk#000000794",0,"inst the slyly ironic requests. even pin"
42967746,1399084,"O",188952.23,"1998-05-21","3-MEDIUM","Clerk#000008766",0,"ly ruthless accounts; bold, final theodolites are slyly furiously regula"
42967749,1072735,"O",82734.40,"1998-06-05","5-LOW","Clerk#000002050",0,"ng the ideas. even, ironic deposits according to the final idea"
42967751,242054,"O",138911.29,"1998-05-10","4-NOT SPECIFIED","Clerk#000007853",0,"ckages print. blithely regular "
42967810,551579,"O",183860.67,"1998-05-01","3-MEDIUM","Clerk#000002916",0," the fluffily even theodolites. furiously unusua"
42967845,330325,"O",60309.45,"1998-02-23","4-NOT SPECIFIED","Clerk#000001162",0,"hins haggle fluffily."
42967873,1138699,"O",43203.75,"1998-03-04","2-HIGH","Clerk#000002525",0,"ckages. carefully even p"
42967936,1438792,"O",147977.61,"1998-04-09","5-LOW","Clerk#000009007",0,"ar pinto beans sleep carefully after the regular, ironic sauternes. dep"
42967937,244933,"O",100244.29,"1998-03-14","3-MEDIUM","Clerk#000003385",0," use according to the regular, close excus"
42967942,741772,"O",210213.85,"1998-01-04","3-MEDIUM","Clerk#000001499",0,"slyly across the fluffily final"
42968006,680401,"O",192258.04,"1998-06-06","5-LOW","Clerk#000008630",0,"regular foxes. blithely unusual dolphins"
42968196,900491,"O",167612.14,"1998-02-12","1-URGENT","Clerk#000006624",0,"ructions wake fluffily. even frets haggle quickly across the regular, even co"
42968224,1247062,"O",89103.84,"1998-07-24","4-NOT SPECIFIED","Clerk#000005532",0,"ithely final accounts cajole fluffily about"
42968288,1043753,"O",189741.24,"1998-05-07","3-MEDIUM","Clerk#000009733",0,"quests wake slyly speci"
42968324,425051,"O",132371.89,"1998-03-21","1-URGENT","Clerk#000003491",0,"osits. blithely regular instructions na"
42968325,818863,"O",89856.62,"1998-03-08","3-MEDIUM","Clerk#000000121",0,"sleep about the dogg"
42968353,325159,"O",139632.40,"1998-07-08","4-NOT SPECIFIED","Clerk#000009840",0,"ts sleep fluffily blithely unusual instructions. slyly ex"
42968386,1019539,"O",91055.91,"1998-06-21","3-MEDIUM","Clerk#000001913",0,"pecial requests affix blithely at the carefully final platelets. slyly sp"
42968418,736336,"O",176533.11,"1998-03-11","2-HIGH","Clerk#000008331",0,"luffily regular foxes sleep furiously? unusual, regular deposit"
42968450,865996,"O",64124.85,"1998-03-22","1-URGENT","Clerk#000008179",0,"ole. carefully express ac"
42968512,1405030,"O",154451.27,"1998-07-13","4-NOT SPECIFIED","Clerk#000001819",0,"ckly regular requests detect slyly regular pearls"
42968518,922903,"O",174032.17,"1998-07-03","4-NOT SPECIFIED","Clerk#000009442",0,"its sleep carefully with the slyly regular pinto beans. slyly special "
42968544,509042,"O",136771.33,"1998-05-25","4-NOT SPECIFIED","Clerk#000007202",0,"uriously unusual deposits run furiously ruthless inst"
42968545,958708,"O",87734.13,"1998-05-28","2-HIGH","Clerk#000008317",0,"ding packages was carefully after the packages. b"
42968550,316228,"O",299636.14,"1998-04-08","1-URGENT","Clerk#000001068",0," pending packages nag blithely. instructions nag c"
42968611,403600,"O",237609.34,"1998-03-02","3-MEDIUM","Clerk#000002892",0,"poach final, unusual deposits. doggedly ironic packages against the "
42968704,821453,"O",148785.73,"1998-01-08","2-HIGH","Clerk#000003337",0,"ymptotes integrate quickly expre"
