"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
42330177,27265,"O",113999.83,"1997-03-21","2-HIGH","Clerk#000003549",0,"packages are carefully. final asymptotes sleep quickly fina"
42330179,153221,"O",221650.26,"1997-05-07","3-MEDIUM","Clerk#000000288",0," dolphins. furiously regular dependencies cajole f"
42330182,1263361,"O",232841.43,"1997-10-23","4-NOT SPECIFIED","Clerk#000001160",0," after the slyly final accounts! carefully express wate"
42330212,1298570,"O",53141.63,"1997-03-01","2-HIGH","Clerk#000005467",0,"ully. blithely silent excuses cajole furiously attainments. blithely pend"
42330213,57559,"O",144652.25,"1997-07-17","3-MEDIUM","Clerk#000006801",0,"y blithe accounts. ironic, final"
42330214,1363964,"O",112727.33,"1997-01-05","1-URGENT","Clerk#000002120",0,"xpress instructions. express, ironic foxes wake carefully across the blithel"
42330215,1142369,"O",153777.66,"1997-01-18","4-NOT SPECIFIED","Clerk#000008212",0,"bold platelets-- ironic theodolites sleep furiously. special the"
42330243,122222,"O",277589.34,"1997-10-03","3-MEDIUM","Clerk#000006202",0,"its. regular gifts alongside of the slyly ironic theodolites hagg"
42330247,133145,"O",271855.26,"1997-10-26","2-HIGH","Clerk#000005794",0,"e against the stealthily regular platelets. unusual, spe"
42330306,781180,"O",76758.64,"1997-08-24","5-LOW","Clerk#000008023",0,"thely. express foxes use accounts. final instructions against"
42330308,1134319,"O",193960.20,"1997-02-27","5-LOW","Clerk#000003235",0,"e quickly special requests. slyly sil"
42330337,970141,"O",294419.26,"1997-07-03","2-HIGH","Clerk#000001503",0,"ts haggle around the permanent theodolites. fluffily final deposits wake "
42330340,852026,"O",58556.22,"1997-07-28","1-URGENT","Clerk#000009860",0,"p quickly after the furiously silent inst"
42330368,717424,"O",27073.55,"1997-02-23","1-URGENT","Clerk#000005325",0," ironic accounts. carefully bold requests doubt a"
42330436,1360325,"O",105265.45,"1997-06-05","4-NOT SPECIFIED","Clerk#000000156",0,"e permanently according to the blithely special packages. pending"
42330469,352702,"O",52245.91,"1997-01-06","5-LOW","Clerk#000003670",0,"l requests. quickly final excuses affix quietly-- carefully silent "
42330498,282304,"O",213078.32,"1997-03-22","5-LOW","Clerk#000004583",0,"ual deposits run after the quickly pending deposits. even, final p"
42330499,169582,"O",98476.87,"1997-01-03","3-MEDIUM","Clerk#000001502",0,"equests wake slyly among the carefully pending reques"
42330503,1078291,"O",161726.75,"1997-08-10","1-URGENT","Clerk#000005470",0,"accounts. quickly regular foxes integrate quickly. excuses wake! accounts "
42330532,1429646,"O",115910.30,"1997-02-12","4-NOT SPECIFIED","Clerk#000008719",0,"os are carefully at the express accounts. ironic, pending requests alongside "
42330562,277693,"O",171558.84,"1997-11-29","4-NOT SPECIFIED","Clerk#000001979",0,"ans nag about the r"
42330564,701887,"O",123909.83,"1997-04-13","5-LOW","Clerk#000005927",0,"ounts. blithely pending packages are carefully according "
42330597,285358,"O",107361.44,"1997-08-27","1-URGENT","Clerk#000008750",0,"inal theodolites are against the quickly regular deposits. regular packages "
42330628,420572,"O",142285.96,"1997-12-22","1-URGENT","Clerk#000000691",0,"ag theodolites. close, regular deposits need to thrash. final deposits sleep "
42330660,915721,"O",190818.09,"1997-07-02","5-LOW","Clerk#000008204",0,"ronic accounts detect slyly. bold, ironic accounts sleep about the req"
42330662,73663,"O",140974.01,"1997-04-02","5-LOW","Clerk#000003540",0,"c deposits against the "
42330721,596356,"O",342583.50,"1997-05-10","1-URGENT","Clerk#000008999",0,"nt foxes. ironic gifts doze against the final "
42330756,167818,"O",50606.00,"1997-08-15","5-LOW","Clerk#000007619",0,"efully unusual accounts. slyly final accounts about the n"
42330784,546659,"O",278809.08,"1997-03-26","4-NOT SPECIFIED","Clerk#000004043",0,"equests? theodolites could have to are slyly express dependencies. slyly qui"
42330786,353192,"O",281799.52,"1997-12-28","3-MEDIUM","Clerk#000004027",0,"ns boost fluffily stealthily even requests."
42330789,1092835,"O",108461.75,"1997-02-24","4-NOT SPECIFIED","Clerk#000003993",0," even dependencies sleep even theodolites. express, regular ideas "
42330791,626155,"O",15189.28,"1997-12-30","1-URGENT","Clerk#000003871",0,"telets affix blithely about the slyly regular accounts. express re"
42330855,1407314,"O",119934.23,"1997-01-21","4-NOT SPECIFIED","Clerk#000002979",0,"ide of the furiously even deposits. blithely final ideas use slyly. careful"
42330880,719756,"O",1563.41,"1997-01-24","3-MEDIUM","Clerk#000002524",0,"inal deposits would doze blithely quiet theodolites. requests dazzle packages"
42330883,360925,"O",157852.65,"1997-07-26","5-LOW","Clerk#000007186",0,"uriously against the ex"
42330915,413170,"O",293036.93,"1997-06-15","5-LOW","Clerk#000004353",0,"posits haggle quick"
42330945,132502,"O",86533.40,"1997-05-24","4-NOT SPECIFIED","Clerk#000002197",0,"bold requests cajole. special, express requests boost slyly "
42330946,933139,"O",206986.01,"1997-12-20","1-URGENT","Clerk#000004848",0,"y quiet requests along th"
42330976,464944,"O",113460.91,"1997-06-04","5-LOW","Clerk#000002445",0,"ar accounts boost closely across the blithely ironic theodolites. express ins"
42330979,676090,"O",42067.07,"1997-05-07","2-HIGH","Clerk#000007687",0,"lar, final asymptotes. stealthily unusual instructions sleep carefu"
42330982,711488,"O",373219.58,"1997-01-16","5-LOW","Clerk#000000692",0,"s. pinto beans sleep. blithely regular pinto bea"
42331042,670742,"O",251684.69,"1997-07-13","1-URGENT","Clerk#000005892",0,"ar instructions are after the t"
42331076,1004540,"O",164028.09,"1997-01-29","1-URGENT","Clerk#000003957",0,"lar, bold instructions. unusual, pending d"
42331137,1287716,"O",259910.71,"1997-01-03","4-NOT SPECIFIED","Clerk#000008139",0,"g the pending, ironic p"
42331139,637636,"O",210025.82,"1997-12-10","1-URGENT","Clerk#000008871",0,"s. blithely bold accounts affix alongside of the carefull"
42331201,1470655,"O",102533.77,"1997-06-04","4-NOT SPECIFIED","Clerk#000003850",0,"into beans. express dugouts nag furious"
42331202,283681,"O",224603.23,"1997-02-20","5-LOW","Clerk#000008825",0," ideas are ironically. furiously "
42331236,674980,"O",166139.76,"1997-05-21","5-LOW","Clerk#000005614",0,"ular, regular pinto beans wake ca"
42331271,280312,"O",265197.77,"1997-02-15","2-HIGH","Clerk#000009436",0,"ily final pinto beans after the even dolphins cajole about th"
42331302,739132,"O",10445.87,"1997-06-05","5-LOW","Clerk#000004833",0,"even packages. furiously express deposits above the ironic, "
42331330,1180447,"O",88624.65,"1997-09-22","1-URGENT","Clerk#000004878",0," ironic accounts. slyly even packages are slyly across the blithely ironic de"
42331331,769474,"O",98902.26,"1997-06-21","4-NOT SPECIFIED","Clerk#000000722",0," requests. ruthless ideas haggle fur"
42331333,277319,"O",148306.51,"1997-11-30","3-MEDIUM","Clerk#000007247",0,"e express platelets. carefully regular packages sleep express, pending acco"
42331360,278674,"O",31350.26,"1997-12-27","4-NOT SPECIFIED","Clerk#000003106",0,"le blithely. slyly even accounts boost furiously stealthy foxes. furi"
42331362,1372774,"O",142630.88,"1997-08-30","1-URGENT","Clerk#000009415",0,"requests detect-- special, expres"
42331365,910211,"O",8981.33,"1997-09-07","5-LOW","Clerk#000006390",0,"lar requests print. fluffily ironic accounts across t"
42331426,1487839,"O",61605.06,"1997-11-22","1-URGENT","Clerk#000009456",0,"t theodolites cajole along the slyly bold asymptotes. slyly "
42331462,647210,"O",280546.67,"1997-04-14","2-HIGH","Clerk#000007533",0,"es. quiet, ironic pi"
42331524,1448882,"O",67374.70,"1997-01-21","3-MEDIUM","Clerk#000007947",0,"eodolites about the furiously ironic accounts cajole bl"
42331555,1147118,"O",64460.75,"1997-02-10","1-URGENT","Clerk#000009670",0,"es run quietly. requests sleep pinto beans. pendi"
42331557,292769,"O",17440.94,"1997-01-27","2-HIGH","Clerk#000002998",0,"ress accounts cajole slyly ironic asymptotes. silent packages us"
42331559,280162,"O",50016.22,"1997-09-30","3-MEDIUM","Clerk#000009588",0,"l ideas cajole permanently idly e"
42331590,472864,"O",978.63,"1997-12-09","5-LOW","Clerk#000004726",0,"ught to are above the final,"
42331651,1383064,"O",172925.20,"1997-05-30","4-NOT SPECIFIED","Clerk#000008159",0,"the regular ideas hinder carefully along the carefully sp"
42331653,922816,"O",183225.84,"1997-08-10","4-NOT SPECIFIED","Clerk#000009395",0,"s wake ironic orbits. furiously"
42331655,531874,"O",109820.55,"1997-09-20","5-LOW","Clerk#000009453",0,"uests breach quickly pinto beans. slyly regular deposits are blithely acc"
42331681,476950,"O",17107.19,"1997-09-24","4-NOT SPECIFIED","Clerk#000007798",0,"nic ideas. even, final instructions poach furiously against the bold request"
42331684,211694,"O",47043.39,"1997-02-02","1-URGENT","Clerk#000002742",0,"ns cajole fluffily. blithely thin deposits lose fluffily. r"
42331744,905050,"O",126076.54,"1997-07-16","1-URGENT","Clerk#000003617",0,"nto beans. bravely pe"
42331778,643114,"O",291225.78,"1997-02-21","4-NOT SPECIFIED","Clerk#000003148",0,"s. never ironic packages wake carefully ironic accounts-- "
42331783,942187,"O",72842.56,"1997-10-25","5-LOW","Clerk#000001716",0,"posits hang even foxes. blithely "
42331812,70064,"O",164339.99,"1997-12-05","4-NOT SPECIFIED","Clerk#000005778",0,"t quickly bold deposits. theodolites wake. fluffily s"
42331873,1255981,"O",25892.32,"1997-06-23","1-URGENT","Clerk#000004450",0,"nly pending pinto beans are. furiously"
42331905,587555,"O",39430.48,"1997-10-13","3-MEDIUM","Clerk#000009827",0,"ts. packages serve "
42331906,523177,"O",176574.98,"1997-03-24","1-URGENT","Clerk#000005636",0,"ans nod fluffily. carefully"
42331937,947083,"O",134491.99,"1997-02-02","5-LOW","Clerk#000009220",0,"he permanently bold p"
42332005,261889,"O",235348.33,"1997-08-14","4-NOT SPECIFIED","Clerk#000009686",0,"telets. slyly regular packages thrash carefully against the sl"
42332007,271186,"O",266115.73,"1997-03-02","2-HIGH","Clerk#000002287",0,"uses impress carefully theodolites. fluffily idle accounts arou"
42332034,1300817,"O",113992.53,"1997-02-24","4-NOT SPECIFIED","Clerk#000001482",0,"ress requests about the slyly pending tithes are car"
42332065,1104127,"O",122820.27,"1997-05-11","4-NOT SPECIFIED","Clerk#000008955",0,"ll use furiously: fluffily ironic theodolites print around"
6554048,136958,"O",235337.83,"1997-09-11","2-HIGH","Clerk#000002280",0," platelets haggle furiously? final excuses cajol"
6554051,928264,"O",219359.81,"1997-06-17","1-URGENT","Clerk#000009545",0,"onic ideas boost according to the furiously i"
6554053,1007551,"O",12299.48,"1997-03-09","5-LOW","Clerk#000003517",0,"sly pending ideas. carefully ironic soma"
6554080,903859,"O",161787.49,"1997-02-01","4-NOT SPECIFIED","Clerk#000009009",0,"ronically ironic orbit"
6554085,1237645,"O",103855.98,"1997-04-02","5-LOW","Clerk#000002575",0,"s. unusual, final requests"
6554112,140515,"O",303338.42,"1997-10-16","2-HIGH","Clerk#000003780",0,"unts wake quickly blithely express excuses. furiously bold "
6554147,344956,"O",35611.17,"1997-10-02","1-URGENT","Clerk#000007148",0,"ar instructions. blithely regular requests unwind alo"
6554209,1401007,"O",304923.53,"1997-07-09","1-URGENT","Clerk#000008346",0,"al theodolites haggle carefully blithely regular deposits. carefully even a"
6554210,1214485,"O",231203.23,"1997-08-19","3-MEDIUM","Clerk#000004520",0,"pecial dugouts. blithely special theodolites pr"
6554214,717092,"O",206537.06,"1997-06-22","5-LOW","Clerk#000008402",0," was furiously ironic accounts. carefully regular multipliers after"
6554242,776194,"O",82489.91,"1997-09-09","3-MEDIUM","Clerk#000003783",0,"heodolites. ironic, even instruction"
6554276,1499161,"O",319028.03,"1997-04-03","4-NOT SPECIFIED","Clerk#000004629",0," quickly. regular foxes wake blithely express "
6554304,1050941,"O",103812.55,"1997-10-04","2-HIGH","Clerk#000009197",0," silent pains. express as"
6554306,437839,"O",286570.74,"1997-12-04","1-URGENT","Clerk#000005321",0,"ly ironic pearls. furiou"
6554307,1237295,"O",51641.26,"1997-09-02","4-NOT SPECIFIED","Clerk#000005601",0," fluffily ironic ideas. carefully even pinto beans cajole f"
6554308,703702,"O",73648.97,"1997-09-05","2-HIGH","Clerk#000003879",0,"y. regular, final platele"
6554401,163240,"O",30179.26,"1997-03-16","2-HIGH","Clerk#000004499",0,"s; ironic, even excuses use quickly around t"
6554405,1307515,"O",190193.07,"1997-06-08","2-HIGH","Clerk#000004922",0,"iously. instructions haggle blithely. "
6554439,457915,"O",90528.66,"1997-02-26","4-NOT SPECIFIED","Clerk#000000018",0,"es. carefully regular theodolit"
6554465,579808,"O",158008.72,"1997-08-05","5-LOW","Clerk#000002795",0,". foxes nag. blithely regular packages arou"
6554468,386696,"O",230350.51,"1997-09-20","3-MEDIUM","Clerk#000003133",0," furiously final deposits wake careful"
6554563,1251592,"O",209209.96,"1997-12-22","1-URGENT","Clerk#000001993",0,"es. regular, special platelets are slyly careful"
6554592,641716,"O",32665.22,"1997-08-13","5-LOW","Clerk#000001962",0,"ffily alongside of the furio"
6554594,949103,"O",191640.17,"1997-12-14","2-HIGH","Clerk#000008404",0,"lar accounts. slyly express courts wake finally alongside of the depo"
6554596,1321033,"O",241543.77,"1997-04-16","5-LOW","Clerk#000001426",0,"lar platelets wake furiously above the slyly "
6554597,1087969,"O",64709.42,"1997-08-23","4-NOT SPECIFIED","Clerk#000008456",0,"y sometimes thin ins"
6554628,1358581,"O",150761.02,"1997-07-18","4-NOT SPECIFIED","Clerk#000000645",0,"slyly silent instructions hang carefu"
6554723,1208056,"O",146126.11,"1997-07-23","1-URGENT","Clerk#000002322",0," deposits. ironic, express"
6554756,1229611,"O",62304.81,"1997-08-18","1-URGENT","Clerk#000001054",0,"nal accounts. slyly unus"
6554791,446455,"O",120842.63,"1997-04-30","3-MEDIUM","Clerk#000009491",0,"even deposits haggle. fin"
6554820,1486318,"O",140239.18,"1997-11-08","2-HIGH","Clerk#000005961",0,"nts. final asymptotes wa"
6554848,1148842,"O",181623.44,"1997-09-10","1-URGENT","Clerk#000002647",0,"s across the slyly bold requests are against the blithely unusual packages."
6554849,571552,"O",63244.20,"1997-08-07","3-MEDIUM","Clerk#000001538",0,"ake slyly around the carefully express the"
6554881,897373,"O",296394.46,"1997-03-04","4-NOT SPECIFIED","Clerk#000006676",0,"slyly close instructi"
6554949,611885,"O",104928.32,"1997-12-24","3-MEDIUM","Clerk#000003273",0,"posits. finally bold excuses alongside of the quickly speci"
6554950,1436104,"O",63309.37,"1997-06-11","1-URGENT","Clerk#000007532",0,"nusual theodolites. do"
6555011,1087228,"O",4724.36,"1997-03-04","1-URGENT","Clerk#000001754",0,"resias. quickly regular requests haggle. ironic, ironic "
6555012,33041,"O",228575.43,"1997-01-06","2-HIGH","Clerk#000005990",0,"ons are slyly blithely even deposits. idly even packages breach carefully i"
6555015,154411,"O",162682.06,"1997-03-20","3-MEDIUM","Clerk#000002426",0," the carefully quick packag"
6555076,1055593,"O",145263.11,"1997-02-07","4-NOT SPECIFIED","Clerk#000004563",0,"es. pinto beans boost about the carefully s"
6555105,1019510,"O",214753.31,"1997-02-15","5-LOW","Clerk#000005299",0,"he carefully pending theodolites. furiously regular"
6555110,551696,"O",9951.47,"1997-03-20","1-URGENT","Clerk#000008127",0," excuses are about the "
6555111,841187,"O",51291.22,"1997-05-01","2-HIGH","Clerk#000006505",0,"blithely final ideas. "
6555141,351326,"O",277301.52,"1997-11-10","5-LOW","Clerk#000001278",0," even dependencies detect carefully unusual ideas. ca"
6555174,1080575,"O",402827.50,"1997-10-20","2-HIGH","Clerk#000009313",0," beans are slyly. evenly pending foxes integrate blithely bold Tiresias. "
6555203,411413,"O",109238.48,"1997-12-23","3-MEDIUM","Clerk#000001064",0,"ing foxes nag against the furiously iro"
6555236,405911,"O",123309.71,"1997-10-18","5-LOW","Clerk#000007786",0," ideas. quickly pending"
6555237,130751,"O",204415.48,"1997-07-08","1-URGENT","Clerk#000009919",0,"as boost even accounts. blithely regular packages haggle. slyly blithe"
6555238,17785,"O",61382.34,"1997-05-16","5-LOW","Clerk#000004701",0,"nusual accounts. deposits detect "
6555296,1152271,"O",276747.03,"1997-10-24","5-LOW","Clerk#000001135",0,"dolphins sublate quickly against the fur"
6555303,558305,"O",284012.39,"1997-10-09","4-NOT SPECIFIED","Clerk#000001424",0,"cial requests poach carefully carefully final deposits: ironic, regula"
6555331,624001,"O",178376.79,"1997-12-03","4-NOT SPECIFIED","Clerk#000003134",0," dependencies nag furiously doggedly pending instructions. ironic foxe"
6555365,938516,"O",176382.85,"1997-08-29","4-NOT SPECIFIED","Clerk#000002835",0,"ly near the final asymptotes. slyly ironic ideas nag furiousl"
6555397,89347,"O",40374.42,"1997-10-28","5-LOW","Clerk#000003833",0,"ress ideas cajole according to the sly"
6555522,559402,"O",63114.48,"1997-05-07","5-LOW","Clerk#000008689",0," integrate furiously furiousl"
6555554,539882,"O",282368.94,"1997-04-22","2-HIGH","Clerk#000000329",0,"yly ironic foxes wake blithely unusual pinto beans."
6555619,444973,"O",172693.88,"1997-12-04","5-LOW","Clerk#000009900",0,"x furiously blithely ruthless ideas. final pinto beans above the ironic requ"
6555648,934315,"O",44737.99,"1997-12-07","1-URGENT","Clerk#000001970",0,"ess warthogs at the blithely pending accounts sleep slyly regular platelets."
6555684,83798,"O",259067.01,"1997-08-02","2-HIGH","Clerk#000007394",0,"ual requests haggle slyly about t"
6555714,1276018,"O",300341.47,"1997-12-07","5-LOW","Clerk#000003389",0,"e blithely quickly ironic instruc"
6555747,1052483,"O",167807.75,"1997-09-10","5-LOW","Clerk#000004790",0,"he special ideas play carefully about the regular, regular a"
6555750,1082321,"O",278276.97,"1997-04-26","5-LOW","Clerk#000003872",0," quickly pending asymptotes. blithely unusual excuses wake above the regular"
6555780,656012,"O",104122.02,"1997-10-12","2-HIGH","Clerk#000006497",0,"wind. regular, ruthless pa"
6555813,652708,"O",269975.22,"1997-09-17","5-LOW","Clerk#000002580",0,"r accounts. express, ironic theodolites use slyly. car"
6555847,1111618,"O",124607.54,"1997-07-28","1-URGENT","Clerk#000006256",0,"ly furiously ironic accounts. evenly ironic inst"
6555878,297413,"O",344718.16,"1997-09-08","1-URGENT","Clerk#000007459",0," haggle blithely. instructions cajole idly ironic accounts"
6555908,802915,"O",190610.48,"1997-05-19","2-HIGH","Clerk#000000742",0," carefully; regular accounts wake furiously! blithely bold deposits at "
6555911,1120264,"O",153907.39,"1997-07-12","1-URGENT","Clerk#000004355",0,"ironic requests. excu"
6555937,409804,"O",19799.33,"1997-04-24","1-URGENT","Clerk#000002999",0," pending, unusual instructions wake slyly. exp"
6555938,1044685,"O",21456.11,"1997-04-23","1-URGENT","Clerk#000000082",0,"refully ironic asymptotes. ruthlessly special deposit"
6555974,453592,"O",89731.02,"1997-08-22","5-LOW","Clerk#000002825",0,"yly unusual deposits nag ab"
6556000,555298,"O",54522.18,"1997-05-21","3-MEDIUM","Clerk#000004947",0,"ages sleep blithely blithely even accounts. blithely pending foxes use"
6556006,1171537,"O",144824.67,"1997-10-27","4-NOT SPECIFIED","Clerk#000002846",0,"oldly silent requests. fl"
6556039,1093768,"O",121467.88,"1997-10-10","4-NOT SPECIFIED","Clerk#000002995",0,"n excuses are carefully carefully unusual idea"
6556064,447830,"O",95454.50,"1997-03-22","4-NOT SPECIFIED","Clerk#000000852",0,"eposits. quickly regular waters are. r"
6556069,313975,"O",131745.76,"1997-12-07","5-LOW","Clerk#000001256",0,"uests. slyly pending accounts solve. fluffily pending accounts"
6556097,1224910,"O",35060.37,"1997-12-21","2-HIGH","Clerk#000009862",0,"ietly final foxes along the final dependencies sleep blithely pe"
6556098,1039354,"O",219454.53,"1997-04-23","2-HIGH","Clerk#000007927",0,"ons on the express, regular accounts wake about the furiously ironic packag"
6556102,52939,"O",132580.69,"1997-03-17","1-URGENT","Clerk#000009896",0,"cies. even instructions at the fluffily regular ideas a"
6556160,1123001,"O",5239.41,"1997-06-18","5-LOW","Clerk#000005056",0,"sual deposits sleep quickly. quickly silent deposits wak"
6556161,1276688,"O",126394.90,"1997-12-02","3-MEDIUM","Clerk#000007733",0," packages sleep blithely among the furiously ironi"
6556199,560518,"O",179053.02,"1997-04-29","2-HIGH","Clerk#000007236",0,"gular ideas. final packages against the slyly pending "
6556226,1097392,"O",44690.84,"1997-11-17","3-MEDIUM","Clerk#000001092",0," express excuses. accounts cajol"
6556229,1085821,"O",18854.54,"1997-10-22","3-MEDIUM","Clerk#000008224",0,"ctions are blithely final forges. regular deposits poach s"
6556256,795589,"O",191351.54,"1997-02-24","5-LOW","Clerk#000005613",0,"s hinder. ideas sleep furiously blithely fin"
6556263,95369,"O",43585.39,"1997-05-17","3-MEDIUM","Clerk#000006656",0,"cajole carefully final accounts. fluffily even foxes mold furiously. ca"
6556288,862234,"O",37071.74,"1997-11-06","4-NOT SPECIFIED","Clerk#000001847",0," blithely alongside of the slyly unusual packages. f"
6556291,546517,"O",201561.56,"1997-06-18","4-NOT SPECIFIED","Clerk#000005099",0,"he blithe, pending excuses wake carefully among the pending, regular "
6556320,774775,"O",72834.70,"1997-11-10","3-MEDIUM","Clerk#000005648",0,"g the even pains boost against the the"
6556326,827965,"O",85372.49,"1997-03-31","3-MEDIUM","Clerk#000008786",0,"about the instructions cajole across the carefully express requests. quick"
6556353,487039,"O",55264.64,"1997-05-03","5-LOW","Clerk#000007052",0,"ccounts are furiously at the evenly unusua"
6556355,999697,"O",14793.52,"1997-01-02","2-HIGH","Clerk#000004435",0,"ular asymptotes. closely final deposits around th"
6556356,393628,"O",284182.01,"1997-12-12","5-LOW","Clerk#000004003",0,"hely final accounts! unusu"
6556358,640495,"O",65176.22,"1997-04-10","3-MEDIUM","Clerk#000006519",0," regular sauternes: slyly pen"
6556421,260671,"O",5195.75,"1997-12-24","3-MEDIUM","Clerk#000001552",0,"deposits. ironic, final deposits haggle car"
6556512,1221593,"O",65649.94,"1997-02-09","4-NOT SPECIFIED","Clerk#000007115",0,"above the stealthy, ironic platelets sleep into the thin packages. packages c"
6556547,198658,"O",245413.54,"1997-04-28","2-HIGH","Clerk#000001775",0,"s sleep slowly across the thinly bold foxes. requests use after the unusual "
6556548,1336861,"O",130419.59,"1997-07-01","4-NOT SPECIFIED","Clerk#000008805",0,"tructions haggle fluffily ironic, ironic dolphins. furiously express packages "
6556578,869765,"O",76083.38,"1997-05-06","1-URGENT","Clerk#000009952",0,"ests believe after the de"
6556643,1074458,"O",225111.49,"1997-04-26","5-LOW","Clerk#000007088",0,"l dinos. furiously p"
6556679,175324,"O",194229.66,"1997-02-09","3-MEDIUM","Clerk#000002710",0,", quick accounts. fluffily unusual instructions wake again"
6556709,394912,"O",190860.78,"1997-03-30","5-LOW","Clerk#000000800",0,"orbits wake blithely fu"
6556710,1252606,"O",55670.63,"1997-05-05","3-MEDIUM","Clerk#000003532",0,"ajole furiously pending, idle accounts. blithely regular "
6556737,223420,"O",146397.03,"1997-12-31","3-MEDIUM","Clerk#000006271",0,"nts use blithely final requests. ac"
6556741,1071961,"O",251569.05,"1997-03-02","5-LOW","Clerk#000000085",0,". slyly silent depths"
6556801,407731,"O",69081.24,"1997-04-13","5-LOW","Clerk#000003358",0," fluffily bold ideas above the deposits doubt about the blithely ironic foxes"
6556869,447838,"O",125745.77,"1997-01-25","4-NOT SPECIFIED","Clerk#000008667",0,"egular instructions are around the caref"
6556896,262870,"O",90343.77,"1997-06-05","3-MEDIUM","Clerk#000006991",0,"al accounts. pending ideas integrate pendi"
6556897,552736,"O",11048.94,"1997-04-24","5-LOW","Clerk#000008661",0," furiously final accounts haggle. regular instruct"
6556899,695854,"O",104581.61,"1997-09-12","3-MEDIUM","Clerk#000005296",0,". slyly special tithes are quickly fluffi"
4725829,1305907,"O",142195.92,"1997-03-18","1-URGENT","Clerk#000006749",0,"egular, final requests. furiously ironic frays poach "
4725859,890045,"O",63739.70,"1997-06-05","3-MEDIUM","Clerk#000005369",0,"odolites detect fluffily. slyly special pack"
4725888,365587,"O",175883.05,"1997-01-05","3-MEDIUM","Clerk#000003860",0,". quickly final epit"
4725890,138145,"O",39505.78,"1997-08-08","1-URGENT","Clerk#000005145",0,"in boldly unusual accounts. furiously ironic accounts "
4725959,1302106,"O",136433.09,"1997-09-28","3-MEDIUM","Clerk#000009606",0,"uests are carefully against the carefully final asymptotes. carefully"
4725986,819083,"O",106537.79,"1997-07-04","1-URGENT","Clerk#000001304",0,"ts. carefully even packages use slyly. furiously dogged ideas sleep."
4725988,1210028,"O",126607.90,"1997-01-17","1-URGENT","Clerk#000008454",0,"ording to the slyly regular packages. pending p"
4725991,1465096,"O",77891.99,"1997-11-19","2-HIGH","Clerk#000001056",0,"special requests use according to the multip"
4726019,1481002,"O",222195.54,"1997-09-12","5-LOW","Clerk#000009531",0,"tegrate stealthily after the final, silent ide"
4726052,19514,"O",139528.53,"1997-01-16","5-LOW","Clerk#000001987",0,"ous requests use quickly dolphins. quic"
4726080,1495472,"O",7721.52,"1997-11-07","4-NOT SPECIFIED","Clerk#000000446",0,"express, final instructions cajole unusual hockey "
4726116,1122166,"O",130585.26,"1997-07-21","5-LOW","Clerk#000002974",0," accounts detect along the slyly silent deposits. slyly pe"
