"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
43585190,525754,"F",140185.07,"1993-08-28","2-HIGH","Clerk#000000744",0,"ld excuses wake. slyly bold packages may boost slyly "
43585219,1237957,"F",22894.70,"1993-03-29","4-NOT SPECIFIED","Clerk#000006671",0,"epitaphs-- special, "
43585255,1248070,"F",224442.31,"1993-12-11","4-NOT SPECIFIED","Clerk#000001421",0,"refully ironic theodolites. slyly pending packages sleep. special "
43585281,553042,"F",135624.72,"1993-04-25","5-LOW","Clerk#000002258",0," packages wake quickly. carefully "
43585284,567625,"F",360510.99,"1993-12-27","3-MEDIUM","Clerk#000006745",0,"regular foxes sleep carefully. blith"
42995973,1282019,"F",212722.86,"1993-12-31","1-URGENT","Clerk#000000504",0,"ructions sleep fluffily ironic pinto beans. blithely unusual instru"
42996000,991690,"F",91257.96,"1993-05-25","2-HIGH","Clerk#000001497",0,"gular theodolites. ironic s"
42996002,1492939,"F",70741.07,"1993-05-01","4-NOT SPECIFIED","Clerk#000002523",0,"ven pearls haggle finally. blithely ironic deposits i"
42996033,599005,"F",314595.59,"1993-04-29","2-HIGH","Clerk#000009044",0,"nal accounts alongside "
42996034,970364,"F",126395.78,"1993-09-30","4-NOT SPECIFIED","Clerk#000003296",0,"e furiously final instructions. special"
42996037,874246,"F",155272.58,"1993-10-24","1-URGENT","Clerk#000004292",0,"ag blithely carefully express theodolites. pending, express deposits cajole"
42996039,827953,"F",91659.82,"1993-05-02","2-HIGH","Clerk#000006351",0," packages across the slyly sly accounts boo"
42996068,457711,"F",53587.20,"1993-04-21","2-HIGH","Clerk#000003735",0,"m the regular requests nag ruthlessly "
42996098,1149091,"F",207504.46,"1993-05-28","2-HIGH","Clerk#000003121",0,". slyly final accounts are about the final"
42996101,319976,"F",128425.77,"1993-05-29","1-URGENT","Clerk#000002699",0,"sts affix blithely according to the regula"
42996164,1320418,"F",84397.13,"1993-07-15","2-HIGH","Clerk#000003101",0,"grow bold packages. slyly unusual deposits boost after th"
42996195,1485505,"F",73032.13,"1993-09-13","5-LOW","Clerk#000004219",0,"pths after the slyly even instructions haggle furiously along the iron"
42996229,178,"F",73692.49,"1993-08-19","2-HIGH","Clerk#000008015",0,"o beans alongside of the blithe,"
42996231,395548,"F",115107.75,"1993-12-15","1-URGENT","Clerk#000001741",0,". blithely even requests hag"
42996257,424852,"F",153118.15,"1993-08-30","1-URGENT","Clerk#000009357",0,"ly fluffily unusual platelets. ca"
42996261,72169,"F",126957.18,"1993-11-18","1-URGENT","Clerk#000006253",0,"ogged orbits haggle about the fluffily ironic accounts. furiously regular pac"
42996262,925873,"F",126590.05,"1993-10-30","3-MEDIUM","Clerk#000007476",0,"nag slyly pending accounts; furiously special packag"
42996354,1315139,"F",304129.43,"1993-06-25","4-NOT SPECIFIED","Clerk#000009446",0,"l are ironically. blithely express accounts boo"
42996386,237163,"F",356747.23,"1993-07-09","4-NOT SPECIFIED","Clerk#000009509",0,"y final deposits ca"
42996452,1261084,"F",157994.67,"1993-01-27","4-NOT SPECIFIED","Clerk#000008225",0,"ts. quickly express packages wake never across t"
42996512,702152,"F",145459.72,"1993-12-25","2-HIGH","Clerk#000005011",0,"ly regular deposits boost among the fluffily ironic theod"
42996548,1113685,"F",163177.80,"1993-08-29","2-HIGH","Clerk#000007664",0,"ajole around the carefu"
42996550,672097,"F",16587.48,"1993-02-23","3-MEDIUM","Clerk#000009689",0,"tions. pending deposits sleep wit"
42996577,423409,"F",109253.82,"1993-10-25","3-MEDIUM","Clerk#000004286",0,"ironic, silent instructions. fluffily iron"
42996646,653975,"F",96444.88,"1993-10-30","5-LOW","Clerk#000008395",0,"usly bold requests nag ab"
42996673,808003,"F",175945.89,"1993-02-09","3-MEDIUM","Clerk#000003536",0,"al pinto beans. carefully express ideas"
42996706,590605,"F",243259.07,"1993-02-24","4-NOT SPECIFIED","Clerk#000008130",0,"fter the regular, pendin"
42996739,1289945,"F",264250.68,"1993-10-17","5-LOW","Clerk#000000291",0,"ove the slyly final packages boost care"
42996742,142646,"F",119301.72,"1993-02-19","3-MEDIUM","Clerk#000003858",0,"heodolites haggle blithely express instructions. "
42996800,1159141,"F",8088.71,"1993-07-21","2-HIGH","Clerk#000009815",0," theodolites detect carefully. closely even fox"
42996833,1137961,"F",64776.88,"1993-09-15","5-LOW","Clerk#000006534",0,"ely pending orbits cajole carefully alongs"
42996839,560335,"F",16686.98,"1993-01-02","3-MEDIUM","Clerk#000009754",0,"lly along the furiously express accounts."
42996865,1426411,"F",149172.93,"1993-08-19","5-LOW","Clerk#000005623",0,"odolites-- furiously even accounts are carefully after the regular"
42996869,1458674,"F",249511.82,"1993-05-11","3-MEDIUM","Clerk#000008521",0," wake slyly permanent platelets. blithely regular pinto be"
42996870,1433827,"F",240295.06,"1993-07-07","2-HIGH","Clerk#000000269",0,"ic ideas boost daringly a"
42996932,1498174,"F",212923.24,"1993-11-29","5-LOW","Clerk#000003113",0,"s accounts above the slyly final foxes sleep furiously across "
42996934,1132099,"F",67480.39,"1993-03-07","1-URGENT","Clerk#000001880",0,"ld dolphins nag. furiously final asymptotes are: special, daring excuse"
42996962,706186,"F",136341.12,"1993-05-03","2-HIGH","Clerk#000006698",0,"furiously above the thinly ruthless ide"
42997026,494131,"F",112556.11,"1993-06-10","5-LOW","Clerk#000004028",0," foxes sleep slyly alongside of the even depths. iron"
42997028,937964,"F",134075.03,"1993-06-14","5-LOW","Clerk#000000710",0,"ckages according to the carefully"
42997062,123667,"F",125044.98,"1993-11-17","5-LOW","Clerk#000006527",0," unusual packages. carefully express instructions about the "
42997089,791939,"F",67455.07,"1993-10-23","1-URGENT","Clerk#000004297",0,"eans alongside of the fluffily pending account"
42997123,1017457,"F",97831.24,"1993-04-26","1-URGENT","Clerk#000007658",0,"lithely among the blithely final packages. stealthily furious p"
42997156,14467,"F",244538.34,"1993-11-11","1-URGENT","Clerk#000005872",0,"longside of the ironic requests boost carefully across the expr"
42997216,868643,"F",156121.94,"1993-07-02","4-NOT SPECIFIED","Clerk#000002248",0,"ic requests cajole quickl"
42997219,1026251,"F",186148.53,"1993-05-15","5-LOW","Clerk#000004069",0,"packages cajole quickly according to the s"
42997251,795746,"F",75443.74,"1993-06-28","1-URGENT","Clerk#000002659",0,"theodolites sleep. ca"
42997285,347078,"F",8490.85,"1993-04-08","4-NOT SPECIFIED","Clerk#000006430",0,"ckages. carefully silent deposits sleep "
42997382,570736,"F",137970.73,"1993-06-07","4-NOT SPECIFIED","Clerk#000001666",0,"to beans snooze bold accounts. blithel"
42997383,1336127,"F",243330.09,"1993-12-14","1-URGENT","Clerk#000009295",0,"posits: blithely ruthless requests wake. ironic, ev"
42997415,1210397,"F",181486.40,"1993-12-27","5-LOW","Clerk#000008047",0,"ages. accounts cajole unusual, regular accounts. blithely special accounts us"
42997440,141058,"F",52551.26,"1993-06-24","4-NOT SPECIFIED","Clerk#000002426",0,"ross the unusual requests haggle ironic excuses. reg"
42997442,1303972,"F",214786.87,"1993-03-15","1-URGENT","Clerk#000000186",0,"s alongside of the quickly ironic idea"
42997447,533347,"F",48368.00,"1993-04-28","1-URGENT","Clerk#000009900",0,"ly according to the even"
42997479,609058,"F",284149.99,"1993-06-19","2-HIGH","Clerk#000001815",0,"y ruthless packages. furiously regular accoun"
42997506,49066,"F",264362.39,"1993-09-22","5-LOW","Clerk#000001939",0,"y express foxes are along the carefully pending foxes. eve"
42997508,1214155,"F",283467.35,"1993-07-06","4-NOT SPECIFIED","Clerk#000006149",0,"ely unusual packages sleep. final dependencies des"
42997543,948550,"F",73625.00,"1993-12-27","4-NOT SPECIFIED","Clerk#000003190",0,"to beans wake quickly alongside of the regular gifts."
42997573,571171,"F",399234.47,"1993-01-24","3-MEDIUM","Clerk#000005490",0,"furiously slyly even accounts. slyly final requ"
42997601,425797,"F",262006.59,"1993-12-28","4-NOT SPECIFIED","Clerk#000008739",0,"ole slyly about the blithely unusual instructions. slyly reg"
42997666,38293,"F",212933.27,"1993-03-09","1-URGENT","Clerk#000007147",0,"rs. regular, thin pinto beans across the requests are fluffily qu"
42997700,690119,"F",220386.07,"1993-01-31","4-NOT SPECIFIED","Clerk#000003347",0,"furiously after the carefully "
42997735,582100,"F",374767.54,"1993-11-04","5-LOW","Clerk#000003004",0,"ly bold instructions-- slyly bold requests k"
42997764,409534,"F",127517.59,"1993-06-30","1-URGENT","Clerk#000007536",0,"e the blithely regular instructions. quickly silent packages cajole p"
42997765,1009471,"F",48292.02,"1993-09-26","5-LOW","Clerk#000003106",0,"y furiously furiously pending ac"
42997797,551591,"F",262795.61,"1993-08-02","3-MEDIUM","Clerk#000002675",0,"ccounts. fluffily regular accounts wake fluffily across the"
42997826,710162,"F",220097.84,"1993-12-12","2-HIGH","Clerk#000009797",0,"t the slyly ironic re"
42997858,472708,"F",26346.88,"1993-02-21","2-HIGH","Clerk#000006437",0," cajole. blithely even pearls grow carefull"
42997859,799562,"F",213484.06,"1993-09-20","1-URGENT","Clerk#000006145",0,"nal Tiresias cajole above the blithely final accounts. inst"
42997863,793648,"F",302521.27,"1993-02-08","2-HIGH","Clerk#000001242",0,"tions. deposits are beyond the requests. furiously even foxes haggl"
42997888,811834,"F",57036.05,"1993-06-07","4-NOT SPECIFIED","Clerk#000002751",0,"beans sleep slyly? slyly pending requests promise bli"
42997894,284608,"F",151618.51,"1993-04-06","2-HIGH","Clerk#000004035",0,"ly regular requests; carefully r"
42997921,1000271,"F",203273.81,"1993-10-24","2-HIGH","Clerk#000005771",0,"y brave platelets wake. furiously silent packages sle"
42997953,46517,"F",42585.37,"1993-05-13","5-LOW","Clerk#000003444",0," requests wake fluffily sly asymptot"
42997986,794569,"F",273866.63,"1993-12-25","1-URGENT","Clerk#000000900",0," pearls. even platelets nag regular ideas; furiously u"
42998021,332092,"F",176291.27,"1993-10-11","3-MEDIUM","Clerk#000001119",0," detect slyly. idle, pending fr"
42998055,1030774,"F",185869.99,"1993-10-29","4-NOT SPECIFIED","Clerk#000005703",0,"xcuses affix across the quickly ir"
42998081,1215100,"F",212544.79,"1993-06-18","1-URGENT","Clerk#000006762",0,"ic ideas are furiously blithely final accounts! multipliers eat furio"
42998177,1226159,"F",114258.89,"1993-10-26","1-URGENT","Clerk#000002329",0,"the blithely ironic ideas. furiously pending foxes use sometimes"
42998244,1373125,"F",63487.46,"1993-11-09","1-URGENT","Clerk#000006481",0,"s in place of the carefully slow deposits sleep acco"
42998246,208120,"F",57706.04,"1993-08-30","4-NOT SPECIFIED","Clerk#000008725",0,"ole. final foxes kindle furiously qu"
42998247,1346476,"F",29571.91,"1993-08-01","2-HIGH","Clerk#000005590",0,"pending deposits boost asymptotes. slyly unusual ideas affix doggedly. car"
42998272,1221893,"F",132624.06,"1993-06-17","1-URGENT","Clerk#000007640",0,"special deposits above the slyly unusual foxes kindl"
42998305,882472,"F",7108.16,"1993-05-27","5-LOW","Clerk#000004916",0,"ke. patterns along the requests cajole fur"
42998339,1491412,"F",116072.83,"1993-10-30","2-HIGH","Clerk#000006671",0,"ly among the special instructions. carefully regu"
42998373,48475,"F",76407.49,"1993-01-24","4-NOT SPECIFIED","Clerk#000006740",0," haggle across the bold platelets. c"
42998375,1014706,"F",178158.40,"1993-12-03","3-MEDIUM","Clerk#000004316",0,"fter the slyly regular instructions. furiously regular"
42998437,718034,"F",3233.66,"1993-07-07","1-URGENT","Clerk#000007585",0,"odolites boost blithely fluffily ironic dependencies. ironic"
42998464,17428,"F",136386.47,"1993-02-21","2-HIGH","Clerk#000000637",0,"cuses cajole carefull"
42998469,599251,"F",68636.09,"1993-07-01","5-LOW","Clerk#000006437",0,"sits past the express, silent instructions integrate quickly bold deposits"
42998470,600374,"F",212419.19,"1993-07-10","3-MEDIUM","Clerk#000007436",0,"uickly regular pinto beans sublate sl"
42998499,75895,"F",52834.97,"1993-01-14","1-URGENT","Clerk#000004448",0,"egular foxes. fluffily"
42998501,1429730,"F",133391.08,"1993-09-22","2-HIGH","Clerk#000008567",0,"its cajole carefully among the carefully unusual excuses."
42998534,199241,"F",133060.45,"1993-12-06","2-HIGH","Clerk#000008653",0,"quests. slyly regular instructions are quickly across the quickly final"
42998561,769504,"F",81122.43,"1993-06-02","3-MEDIUM","Clerk#000006810",0,"dolites are fluffily slyly special de"
42998597,896659,"F",48027.27,"1993-05-09","5-LOW","Clerk#000000711",0," quickly carefully silent requ"
42998627,545848,"F",267921.10,"1993-09-05","5-LOW","Clerk#000007758",0,"ironic instructions. dino"
42998628,61046,"F",149503.57,"1993-07-04","5-LOW","Clerk#000006136",0,"ly ironic ideas against the quick pinto beans cajole car"
42998630,230899,"F",268230.16,"1993-08-29","2-HIGH","Clerk#000004954",0,"inder quickly quickly ev"
42998631,193016,"F",173428.96,"1993-01-19","4-NOT SPECIFIED","Clerk#000005211",0,"s the stealthily even requests cajole blithely blithely"
42998661,225008,"F",109030.98,"1993-12-26","4-NOT SPECIFIED","Clerk#000005951",0,"ully special deposits cajole carefully alongside of the blithe"
42998663,1009229,"F",338627.32,"1993-05-18","2-HIGH","Clerk#000009207",0," around the blithely express asymptotes boost slyly final"
42998688,102767,"F",100813.76,"1993-10-09","4-NOT SPECIFIED","Clerk#000002283",0," even instructions. fluffily unusual ideas detect care"
42998720,1150571,"F",207225.71,"1993-09-14","4-NOT SPECIFIED","Clerk#000001276",0," instructions. furiously bold accounts acco"
42998723,1117985,"F",328671.06,"1993-10-30","4-NOT SPECIFIED","Clerk#000001735",0," slyly regular packages c"
42998785,260197,"F",257883.71,"1993-03-01","4-NOT SPECIFIED","Clerk#000002071",0,"y ironic dependencies haggle across the pinto beans. doggedly"
42998849,560785,"F",102156.66,"1993-11-21","4-NOT SPECIFIED","Clerk#000004463",0,"slyly ironic foxes. foxes poach slowly along the "
42998852,871946,"F",125346.83,"1993-06-11","1-URGENT","Clerk#000008231",0,"ound the carefully even theodolites wake blithely after the slyly"
13205440,920251,"F",110609.41,"1993-05-23","1-URGENT","Clerk#000005382",0," deposits along the special foxes doubt after the ironic, silent foxes: unus"
13205478,1430576,"F",37652.40,"1993-12-10","1-URGENT","Clerk#000009689",0,"ar ideas cajole against the depos"
13205510,1320322,"F",180820.85,"1993-07-02","4-NOT SPECIFIED","Clerk#000000609",0,"s detect slyly; quickly silent pinto beans integrate fluffil"
13205536,704420,"F",217476.62,"1993-04-05","1-URGENT","Clerk#000005292",0,"n packages haggle carefully after the even pinto beans. blit"
13205542,535907,"F",150735.84,"1993-05-21","1-URGENT","Clerk#000006400",0,"he special, permanent ideas might haggle above the regular, iro"
13205568,662836,"F",52894.24,"1993-02-28","5-LOW","Clerk#000005529",0,"arefully final requests. "
13205573,514931,"F",120100.74,"1993-11-11","1-URGENT","Clerk#000001774",0,"ly. ironic requests across the blithely special pinto"
13205601,102662,"F",129572.87,"1993-12-27","5-LOW","Clerk#000008792",0," regular platelets breach among the final, unusual pinto beans. pinto beans"
13205605,266899,"F",224564.72,"1993-01-29","3-MEDIUM","Clerk#000005807",0,"ironic deposits whithou"
13205635,1287310,"F",251918.25,"1993-06-09","3-MEDIUM","Clerk#000000206",0,"gular accounts. sly"
13205664,504695,"F",150032.19,"1993-10-16","3-MEDIUM","Clerk#000008535",0,"s. furiously ironic requests sle"
13205666,788321,"F",250695.88,"1993-07-11","4-NOT SPECIFIED","Clerk#000008866",0,"ructions cajole carefully blithely express orbits. slyly regular depths ac"
13205668,410791,"F",95599.50,"1993-06-05","5-LOW","Clerk#000007503",0,"theodolites. furiously un"
13205699,598063,"F",184803.77,"1993-10-15","4-NOT SPECIFIED","Clerk#000009864",0,"eas. unusual requests sleep slyly. deposits above the fluffily fi"
13205703,29575,"F",54234.04,"1993-11-21","4-NOT SPECIFIED","Clerk#000009576",0,"ial, regular sentiments"
13205735,816845,"F",172422.04,"1993-06-14","2-HIGH","Clerk#000002065",0,"wake slyly final, ironic forges. quickly sp"
13205792,744784,"F",160084.48,"1993-10-30","3-MEDIUM","Clerk#000005176",0,"ly regular requests haggle"
13205793,79910,"F",150574.62,"1993-10-19","3-MEDIUM","Clerk#000008458",0," solve. regular, bold ideas about the quickly even foxes nag s"
13205795,1136482,"F",311188.72,"1993-02-15","1-URGENT","Clerk#000001569",0,"egular accounts. deposits according to the quickly even foxes d"
13205796,1352297,"F",127162.08,"1993-12-10","4-NOT SPECIFIED","Clerk#000008001",0,"nts. final asymptotes dazzle fluffily t"
13205797,41551,"F",222086.59,"1993-10-01","4-NOT SPECIFIED","Clerk#000006880",0,"t dependencies. orbits across the slyly final packages hang slyly at the b"
13205799,607537,"F",248064.10,"1993-10-15","4-NOT SPECIFIED","Clerk#000001725",0,"fily ironic foxes about the regular foxes hinder blithe"
13205861,270640,"F",122810.60,"1993-06-29","3-MEDIUM","Clerk#000005607",0,"e fluffily against the special accounts; regular, final grouches are furio"
13205891,1096706,"F",37621.41,"1993-04-17","4-NOT SPECIFIED","Clerk#000009992",0,"lar somas. quickly even accounts run blithel"
13205921,181456,"F",289698.21,"1993-01-13","2-HIGH","Clerk#000003032",0,"y silent packages cajole furiously according to the bli"
13205954,941476,"F",197758.41,"1993-05-14","5-LOW","Clerk#000000180",0,"lly final requests alongside of the slyly final foxes are accord"
13205957,937369,"F",104516.07,"1993-12-19","4-NOT SPECIFIED","Clerk#000009337",0,"leep furiously across the furiously regular packages. pendi"
13205986,762106,"F",99503.56,"1993-01-26","4-NOT SPECIFIED","Clerk#000005823",0,"the express packages. quickly regular deposits haggle agains"
13205987,203507,"F",131919.58,"1993-10-09","3-MEDIUM","Clerk#000004371",0,"hely bold theodolite"
13206019,677017,"F",60189.78,"1993-01-02","5-LOW","Clerk#000005265",0,"olites cajole slyly express foxes. packages sleep carefully. pending, regular "
13206048,602132,"F",7234.62,"1993-09-26","3-MEDIUM","Clerk#000008039",0,"eodolites. furiously bold deposits above the e"
13206053,127898,"F",251838.58,"1993-09-20","1-URGENT","Clerk#000001322",0,"y ironic courts. regular, final deposits above "
13206054,72178,"F",214457.51,"1993-04-14","2-HIGH","Clerk#000009317",0,"es: furiously regular asymptotes are fluffily wi"
13206080,488173,"F",255005.36,"1993-08-29","1-URGENT","Clerk#000007297",0,"furiously at the special, pending pinto bean"
13206081,1218310,"F",181722.58,"1993-01-26","5-LOW","Clerk#000009627",0,"ly quick packages. regul"
13206114,1448212,"F",257905.79,"1993-09-18","5-LOW","Clerk#000004636",0," final ideas wake sl"
13206339,1076888,"F",75169.06,"1993-06-17","4-NOT SPECIFIED","Clerk#000009968",0," cajole quickly abou"
13206340,242494,"F",77594.34,"1993-08-30","5-LOW","Clerk#000006616",0,"ajole against the regular requests. "
13206496,121822,"F",59731.71,"1993-07-26","2-HIGH","Clerk#000009281",0,"efully express frays. unusual dependencies are slyly iron"
13206530,50533,"F",355034.82,"1993-03-17","1-URGENT","Clerk#000009211",0,"s should have to affix against the carefully special idea"
13206535,1472980,"F",212606.14,"1993-11-02","5-LOW","Clerk#000006125",0,"ickly bold dependencies w"
13206562,1333447,"F",276271.43,"1993-06-11","2-HIGH","Clerk#000002438",0,"tes detect carefully according to the enticingly final reques"
13206592,6449,"F",52870.35,"1993-11-12","4-NOT SPECIFIED","Clerk#000002450",0,"ously furious foxes wake fluffily. quickly regular escapades integrate abou"
13206597,358175,"F",102114.29,"1993-04-02","2-HIGH","Clerk#000004872",0," enticingly silent pea"
13206625,1257196,"F",121855.16,"1993-10-31","5-LOW","Clerk#000001040",0,"ly unusual foxes about the carefully e"
13206627,1128796,"F",217251.81,"1993-05-28","4-NOT SPECIFIED","Clerk#000004558",0," carefully regular courts may cajole. furiously bold courts cajole slyly. s"
13206630,223204,"F",48583.38,"1993-05-21","2-HIGH","Clerk#000009616",0," deposits hinder slyly. furiously final theodolites slee"
13206688,216445,"F",102629.01,"1993-08-19","2-HIGH","Clerk#000004918",0,"he regular requests. quickly r"
13206695,701368,"F",107543.66,"1993-06-30","2-HIGH","Clerk#000001737",0,"s wake final, silent requests. qui"
13206725,218630,"F",201261.74,"1993-04-10","2-HIGH","Clerk#000001329",0,"furiously idly ironic accounts. pe"
13206756,190817,"F",332362.17,"1993-09-14","5-LOW","Clerk#000000903",0,"onic deposits. final dependencies alongs"
13206785,500338,"F",158123.31,"1993-05-11","3-MEDIUM","Clerk#000007318",0,"foxes are regular, final theodolites. blithely ironic d"
13206786,180485,"F",282407.89,"1993-03-19","3-MEDIUM","Clerk#000008886",0,"ses: quickly unusual deposits are along the furiousl"
13206791,1033387,"F",148481.99,"1993-09-23","3-MEDIUM","Clerk#000008850",0,"l pinto beans detect! blithely express requests thrash am"
13206848,1176448,"F",239876.85,"1993-07-18","3-MEDIUM","Clerk#000008755",0,"xes. furiously regular theodolites cajo"
13206882,1352386,"F",52463.97,"1993-09-08","3-MEDIUM","Clerk#000001958",0,"ages detect quickly around the quickly even accounts. quic"
13206884,859238,"F",248844.31,"1993-01-03","5-LOW","Clerk#000001003",0,"ts about the requests wake fluffily express excuses. carefully exp"
13206919,1442246,"F",158111.14,"1993-04-06","3-MEDIUM","Clerk#000002258",0,"even deposits. carefully regular pa"
13206979,289777,"F",127522.26,"1993-03-10","1-URGENT","Clerk#000009468",0," packages haggle. furiously final theodolites nag about the furiously silent a"
13207013,1406554,"F",183787.05,"1993-11-22","4-NOT SPECIFIED","Clerk#000000770",0,"nments haggle. package"
13207015,1028065,"F",15618.86,"1993-12-23","2-HIGH","Clerk#000002956",0,"elets cajole. fluffily express realms shall use slyly. final,"
13207040,177154,"F",18843.53,"1993-07-28","2-HIGH","Clerk#000002783",0," theodolites. blithely stealthy excuses about"
13207044,1276294,"F",169584.48,"1993-08-17","1-URGENT","Clerk#000000794",0,"lyly. fluffily unusual deposit"
13207045,659999,"F",108876.59,"1993-01-19","1-URGENT","Clerk#000004617",0,"equests. furiously ironic packages cajole qu"
13207073,556954,"F",58355.08,"1993-04-08","4-NOT SPECIFIED","Clerk#000006277",0,"gular theodolites? idly silent deposits cajole"
13207076,1309934,"F",218352.21,"1993-02-10","4-NOT SPECIFIED","Clerk#000003196",0,"larly regular ideas. carefull"
