"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
4724000,774830,"O",246020.27,"1996-09-09","2-HIGH","Clerk#000004754",0,"regular instructions nag furiously at the regul"
4724005,156338,"O",77684.90,"1996-07-10","4-NOT SPECIFIED","Clerk#000006530",0,"es wake slyly according to the blithely "
4724007,1438054,"O",315190.40,"1996-05-31","5-LOW","Clerk#000000746",0,"he ironic, regular theodolites haggle furiously even deposits."
4724032,1352893,"O",242516.84,"1996-10-31","4-NOT SPECIFIED","Clerk#000008960",0,"endencies. final, ironic accounts haggle. iro"
4724067,111913,"O",214246.48,"1996-03-03","5-LOW","Clerk#000006588",0,"ests doze furiously. ironic ideas above "
4724102,1031290,"O",108604.82,"1996-09-15","1-URGENT","Clerk#000005572",0,"ar packages are quickly final accounts. pinto beans detect. fluffily final"
4724129,810076,"O",112188.89,"1996-01-23","4-NOT SPECIFIED","Clerk#000002145",0,"ial accounts. fluffily"
4724130,925870,"O",49921.38,"1996-07-25","4-NOT SPECIFIED","Clerk#000006450",0,"rding to the bold requests. blithely unusual accounts nag c"
4724166,562546,"O",215479.27,"1996-11-13","1-URGENT","Clerk#000005986",0,"s are fluffily about the courts. blithely even packages cajole quickly! fur"
4724197,155228,"O",53884.26,"1996-04-29","2-HIGH","Clerk#000001470",0,"r, express packages sleep."
4724224,269233,"O",271942.56,"1996-03-01","5-LOW","Clerk#000006402",0,"structions. quickly bold requests are. even ideas cajole regular asymptote"
4724259,1231067,"O",162800.95,"1996-07-20","4-NOT SPECIFIED","Clerk#000000107",0,"ilent packages wake b"
4724262,1242470,"O",233379.43,"1996-02-23","4-NOT SPECIFIED","Clerk#000001119",0,"ccounts according to the final packages hinder slyly even"
4724289,602233,"O",228720.48,"1996-08-29","3-MEDIUM","Clerk#000007010",0,"es across the excuses snooze carefully platelets. even pint"
4724292,1064615,"O",206925.56,"1996-08-18","5-LOW","Clerk#000006460",0,"e fluffily regular dinos. slyly even p"
4724327,959248,"O",129447.26,"1996-05-20","2-HIGH","Clerk#000007699",0,"final requests boost pending deposits. fluffily silent pinto beans haggle"
4724390,1025674,"O",254490.82,"1996-01-17","4-NOT SPECIFIED","Clerk#000007073",0,"special foxes; fluffily even theodolites haggle slyly o"
4724420,323068,"O",155727.04,"1996-09-15","1-URGENT","Clerk#000001387",0," slyly final requests. dolphins integrate alongside of "
4724453,1274398,"O",217477.24,"1996-05-07","3-MEDIUM","Clerk#000006077",0,"y across the furiously bold accounts. final deposits"
4724486,713728,"O",145543.12,"1996-07-27","4-NOT SPECIFIED","Clerk#000009513",0,"round the pending, unusual packages. theodolites boost blithely ruth"
4724487,118612,"O",10764.37,"1996-08-08","5-LOW","Clerk#000002497",0,"equests boost furiously. carefully express accounts are furiously. sentimen"
4724515,1178120,"O",254192.71,"1996-03-27","2-HIGH","Clerk#000002095",0,"ular sheaves wake slyly even, final accounts. blithely unusual pac"
4724518,60785,"O",239816.26,"1996-09-04","2-HIGH","Clerk#000002605",0,"nal requests. special theodolites wake across the even requests. slyly "
4724547,886688,"O",319237.14,"1996-11-14","2-HIGH","Clerk#000007900",0,"odolites to the slyly final packages promise"
4724577,460288,"O",63805.06,"1996-08-03","1-URGENT","Clerk#000001837",0,"ons are slyly across the ironic asymptotes. carefully ironic fo"
4724582,343975,"O",377838.90,"1996-04-29","1-URGENT","Clerk#000006952",0,"arefully pending packages cajole slyly. carefully silent deposits sleep quic"
4724610,494488,"O",154719.53,"1996-01-07","4-NOT SPECIFIED","Clerk#000000051",0,"gular foxes. quickly bold "
4724741,205042,"O",223412.89,"1996-03-30","3-MEDIUM","Clerk#000009987",0," silent theodolites. quickly final instructions"
4724804,415303,"O",51518.44,"1996-11-22","5-LOW","Clerk#000003195",0,"uick packages nag blithely asymptotes. bold, special platelets nag fluffily"
4724833,1049695,"O",291731.64,"1996-09-11","3-MEDIUM","Clerk#000006306",0,"ages haggle fluffily about the furiously final attainments. sly"
4724837,104437,"O",282643.99,"1996-02-04","2-HIGH","Clerk#000005636",0,"ep quickly regular platelets. blithely regular account"
4724870,391135,"O",212156.19,"1996-11-16","4-NOT SPECIFIED","Clerk#000009869",0,"s wake ironic dinos. "
4724928,258130,"O",345690.23,"1996-11-09","2-HIGH","Clerk#000000663",0,"packages cajole. blithely final packa"
4724929,365500,"O",100016.40,"1996-05-15","2-HIGH","Clerk#000002992",0,"inst the slyly ironic ideas. fluffi"
4724995,95224,"O",168275.95,"1996-02-26","5-LOW","Clerk#000008338",0,"about the blithely bold dolphins. special de"
4725027,53254,"O",90437.29,"1996-01-11","1-URGENT","Clerk#000000066",0,"pendencies. blithely pending instructions sleep. furiou"
4725057,720152,"O",176577.23,"1996-09-19","4-NOT SPECIFIED","Clerk#000004099",0," carefully regular instructions must have to cajol"
4725060,1195369,"O",328358.30,"1996-07-07","3-MEDIUM","Clerk#000002038",0,"usly express deposits. unusual, "
4725088,783094,"O",255381.33,"1996-06-22","2-HIGH","Clerk#000006908",0,"requests hinder after the carefully p"
4725221,1158373,"O",162619.54,"1996-06-27","4-NOT SPECIFIED","Clerk#000003608",0,"al courts eat carefully. carefully special deposit"
4725250,327905,"O",34944.86,"1996-03-22","4-NOT SPECIFIED","Clerk#000000929",0," packages. furiously regular accounts sleep af"
4725253,908329,"O",176428.62,"1996-02-16","3-MEDIUM","Clerk#000005860",0,"iously final packages x-ray at the fluffi"
4725280,816764,"O",119399.81,"1996-11-14","1-URGENT","Clerk#000005817",0,"s about the carefully"
4725283,1051285,"O",212897.34,"1996-09-09","3-MEDIUM","Clerk#000004232",0,"olites detect according to the furiously ironic"
4725319,1100071,"O",70645.44,"1996-02-01","3-MEDIUM","Clerk#000000630",0,"g the blithely even a"
4725408,78313,"O",239402.10,"1996-10-11","3-MEDIUM","Clerk#000002210",0,"inal instructions are carefully according t"
4725440,1386473,"O",341004.67,"1996-09-24","5-LOW","Clerk#000003608",0," ironic requests engage carefully ruthlessly ev"
4725445,518773,"O",14418.98,"1996-04-26","3-MEDIUM","Clerk#000007450",0," instructions. carefully ironi"
4725472,848063,"O",63300.90,"1996-11-08","3-MEDIUM","Clerk#000007027",0,"riously special packages use. c"
4725475,1217638,"O",366370.47,"1996-12-16","2-HIGH","Clerk#000005703",0,"yly regular requests doze. quickly ironic deposits nag quickly slyly b"
4725508,457172,"O",293599.63,"1996-07-12","3-MEDIUM","Clerk#000000125",0," silent requests. daringly final foxes across the "
4725538,521774,"O",224011.64,"1996-10-23","3-MEDIUM","Clerk#000004666",0,"the special asymptotes"
4725569,1237342,"O",231793.24,"1996-03-15","1-URGENT","Clerk#000006280",0,"ies integrate unusual accounts. furiously regular accounts"
4725573,856399,"O",165010.29,"1996-06-15","1-URGENT","Clerk#000008552",0,"dencies except the furiously even"
4725602,337012,"O",92348.07,"1996-02-28","1-URGENT","Clerk#000004735",0," final instructions. silent dolphins alongside of "
4725632,1283902,"O",10706.36,"1996-12-05","1-URGENT","Clerk#000006296",0,"requests cajole theodolites. blithely fi"
4725633,1024825,"O",201249.05,"1996-05-31","3-MEDIUM","Clerk#000002451",0,"about the foxes. special, ironic foxes wake blithely silently ev"
4725732,625069,"O",101215.00,"1996-11-12","5-LOW","Clerk#000006671",0,"al asymptotes haggle furiously above the "
4725733,1033508,"O",43480.96,"1996-06-07","5-LOW","Clerk#000004253",0,"g the dolphins wake blithely against the carefu"
4725825,706042,"O",135336.83,"1996-07-11","1-URGENT","Clerk#000007448",0,"tions. furiously special packages was ironic exc"
4725827,555158,"O",60016.96,"1996-11-18","3-MEDIUM","Clerk#000004551",0,"deposits above the furiously iron"
4725856,1340054,"O",114597.10,"1996-08-18","3-MEDIUM","Clerk#000001310",0,"the final packages. ca"
4725857,1272799,"O",33994.26,"1996-01-23","3-MEDIUM","Clerk#000002927",0,"uches sleep slyly special instructions-- express dep"
4725862,1363040,"O",143694.25,"1996-08-07","3-MEDIUM","Clerk#000001855",0,"even deposits are. carefully even ideas are fluffily."
4725924,643003,"O",60946.70,"1996-06-26","5-LOW","Clerk#000005343",0," foxes. furiously iro"
4725952,906964,"O",195548.43,"1996-05-25","1-URGENT","Clerk#000000133",0,"osits are permanently special asymptotes. quickly even theodolites cajo"
4725957,782953,"O",98648.99,"1996-07-28","2-HIGH","Clerk#000006000",0,"hely blithely unusual requests. express platelets boo"
4726017,369337,"O",75543.62,"1996-04-19","2-HIGH","Clerk#000005594",0,"s among the blithely sly requests boost car"
4726022,979895,"O",64887.06,"1996-05-27","1-URGENT","Clerk#000000753",0,"ongside of the final, unusual ideas! frets across the"
4726023,578918,"O",311657.62,"1996-01-03","4-NOT SPECIFIED","Clerk#000003657",0,"ckly silent accounts. furiously even re"
4726149,1197544,"O",132759.68,"1996-03-29","5-LOW","Clerk#000009618",0,"sual packages. furiously pending pinto beans are stealthily. furiousl"
4726176,944179,"O",75398.53,"1996-07-11","2-HIGH","Clerk#000009443",0,"along the blithely r"
4726183,1394308,"O",6552.05,"1996-06-28","2-HIGH","Clerk#000006872",0,"yly ironic deposits sleep about the regular packages. final, i"
4726211,1247020,"O",131803.05,"1996-07-04","2-HIGH","Clerk#000002260",0," ironic, even deposits alongside of the furiously iron"
4726214,1344487,"O",46925.75,"1996-04-03","5-LOW","Clerk#000003737",0,"he slyly regular requests. blithely bold requests cajole."
4726241,268183,"O",218717.90,"1996-08-23","5-LOW","Clerk#000009922",0,"ly final deposits? fluffil"
4726242,1343782,"O",157766.68,"1996-07-13","4-NOT SPECIFIED","Clerk#000007541",0,". regular accounts nag carefully bold cour"
4726275,1030559,"O",132245.45,"1996-07-12","5-LOW","Clerk#000003267",0,"sts; furiously ironic theodolites integrate slyly ironic requests. i"
4726305,240874,"O",219091.35,"1996-03-30","5-LOW","Clerk#000003115",0,"es. furiously unusual"
4726337,669970,"O",291905.59,"1996-11-12","5-LOW","Clerk#000009492",0," detect. carefully ir"
4726368,649810,"O",261562.87,"1996-04-16","2-HIGH","Clerk#000008451",0,"furiously-- orbits alongside of the blithely express packages sleep blithe"
4726373,430096,"O",186463.91,"1996-08-28","4-NOT SPECIFIED","Clerk#000005593",0,". ironically even accounts are fluffily along the final pinto beans. iro"
4726432,1346492,"O",91095.12,"1996-01-08","5-LOW","Clerk#000006883",0,"s boost slyly on the silent deposits. slyly ironic pa"
4726433,1480270,"O",163315.23,"1996-07-09","5-LOW","Clerk#000002495",0,"uses. silently unusual requests haggle carefully arou"
4726503,714172,"O",243056.13,"1996-04-15","2-HIGH","Clerk#000002485",0,"n accounts hinder. pinto beans are blithely. special patterns along th"
4726529,1487134,"O",147569.29,"1996-10-16","3-MEDIUM","Clerk#000008107",0,"ayers haggle after the slyly ironic courts"
4726530,1232894,"O",151506.16,"1996-08-12","5-LOW","Clerk#000000088",0,"requests integrate alongside of the quickly"
4726563,424966,"O",34047.39,"1996-05-05","1-URGENT","Clerk#000007565",0,"ecoys. carefully bold accounts according to the carefully special accounts"
4726566,657004,"O",246257.51,"1996-11-10","3-MEDIUM","Clerk#000006557",0," even deposits wake slyly packages. special de"
4726592,1687,"O",18158.34,"1996-04-07","4-NOT SPECIFIED","Clerk#000009277",0,"ly even deposits affix blithely regular"
4726597,527212,"O",216106.58,"1996-05-05","3-MEDIUM","Clerk#000001132",0,"y unusual accounts. slyly unusual ideas wake slyly acr"
4726624,1299556,"O",120376.85,"1996-03-03","1-URGENT","Clerk#000004618",0,"e furiously. blithely unusual dependencies cajole slyly among th"
4726630,1236223,"O",331204.89,"1996-04-23","4-NOT SPECIFIED","Clerk#000000733",0,"unts nag furiously quickly final deposits. express ideas detect. blith"
4726692,1170206,"O",86899.82,"1996-10-20","5-LOW","Clerk#000003408",0,"ng accounts thrash sl"
4726695,292915,"O",195792.05,"1996-04-19","3-MEDIUM","Clerk#000003686",0,"ts. express accounts according to the bold, bold courts hang blithe"
4726755,1496558,"O",230867.95,"1996-11-03","3-MEDIUM","Clerk#000004236",0," cajole slyly. furiousl"
4726786,301888,"O",92481.71,"1996-06-02","3-MEDIUM","Clerk#000008107",0," furiously final ideas. slyly ironic ac"
4726823,591851,"O",92446.75,"1996-11-25","1-URGENT","Clerk#000007000",0,"ix furiously against the slyly ironic "
4726851,1339781,"O",254607.50,"1996-12-23","3-MEDIUM","Clerk#000002968",0,"alongside of the furiously regular accoun"
4726919,889285,"O",186416.34,"1996-09-11","3-MEDIUM","Clerk#000009961",0," blithe foxes. blithely silent theodolites across the slyly even"
4727013,947068,"O",151942.60,"1996-12-21","1-URGENT","Clerk#000008234",0,"r platelets! bold, regular accounts haggle blithely s"
4727015,429418,"O",48899.41,"1996-09-23","5-LOW","Clerk#000002304",0,"totes x-ray courts. furiously final accounts wake instructions."
4727072,285982,"O",251516.09,"1996-08-16","3-MEDIUM","Clerk#000000964",0,"ep carefully fluffily close foxes. fluffily quiet deposits cajole bli"
4727073,497938,"O",186000.37,"1996-07-18","5-LOW","Clerk#000008060",0,"s. furiously bold accounts acco"
4727079,851641,"O",34071.15,"1996-07-08","1-URGENT","Clerk#000005678",0,"close requests wake"
4727110,1349482,"O",30145.16,"1996-11-23","2-HIGH","Clerk#000003409",0,"ickly final accounts sleep quickly after the dogged "
4727138,411445,"O",155216.30,"1996-03-18","5-LOW","Clerk#000001484",0," asymptotes boost in place of the ideas. platelets detect bol"
4727139,142450,"O",251234.27,"1996-09-16","3-MEDIUM","Clerk#000000335",0," regular platelets. s"
4727201,1359721,"O",271848.15,"1996-12-14","5-LOW","Clerk#000001178",0," dependencies eat furiously after the fluffily express depe"
4727204,296296,"O",156066.89,"1996-05-19","5-LOW","Clerk#000006752",0," the fluffily even requests. slyly regular forges use slowly closely specia"
4727207,1258912,"O",238970.84,"1996-05-12","5-LOW","Clerk#000000023",0,"iously ironic foxes haggle "
4727235,288418,"O",8556.95,"1996-02-02","5-LOW","Clerk#000008774",0,"cording to the fluffil"
4727237,1034489,"O",179154.49,"1996-10-24","3-MEDIUM","Clerk#000004242",0,"around the final requests integrate quickly ironic"
4727334,609583,"O",85294.54,"1996-09-08","3-MEDIUM","Clerk#000009076",0,"ending requests among the quickly ironic dinos nag fluffily slyly regular pa"
4727392,84806,"O",141231.69,"1996-10-18","1-URGENT","Clerk#000009881",0,"ly even excuses. slyly final packages along the ironic dependencies wa"
4727424,531982,"O",178612.68,"1996-03-23","4-NOT SPECIFIED","Clerk#000008094",0,"quests. slyly even pinto beans are final packages! special, unusual pac"
4727427,903985,"O",108761.04,"1996-06-29","2-HIGH","Clerk#000003366",0,"nstructions are. blithely regular requests a"
4727430,1033837,"O",172695.25,"1996-03-14","5-LOW","Clerk#000005616",0,"y regular accounts are furiously above the excuses. blithely pending foxes "
4727459,511345,"O",147149.08,"1996-08-07","2-HIGH","Clerk#000002943",0,"eposits sleep. blithely pend"
4727460,670345,"O",280169.37,"1996-03-10","5-LOW","Clerk#000008861",0,"fluffily even asymptotes. express waters are about the careful pac"
4727489,1000715,"O",263954.42,"1996-11-08","4-NOT SPECIFIED","Clerk#000001734",0,"ar requests. furiously even requests sl"
4727492,1369201,"O",245386.87,"1996-10-29","4-NOT SPECIFIED","Clerk#000006109",0,"long the carefully even theodolites cajole fur"
4727520,116792,"O",310252.50,"1996-08-02","4-NOT SPECIFIED","Clerk#000005795",0,"g into the quickly ironic attainments. blithely unusual requests are"
4727524,111649,"O",90925.29,"1996-07-05","1-URGENT","Clerk#000006983",0," platelets. slyly ironic courts wake e"
4727555,846379,"O",301482.36,"1996-02-13","2-HIGH","Clerk#000006098",0,"ptotes. packages across the even, special waters boost fl"
4727586,890131,"O",204960.29,"1996-12-26","2-HIGH","Clerk#000000160",0,"egular pinto beans along the carefully unusual sheaves sleep f"
4727588,230606,"O",83744.43,"1996-08-19","5-LOW","Clerk#000000177",0,"g requests nag about the bus"
4727591,1058743,"O",214751.39,"1996-03-29","5-LOW","Clerk#000005860",0,"o the ironic instructions. carefully sly ac"
4727619,93842,"O",140065.67,"1996-07-23","5-LOW","Clerk#000002460",0,"e platelets. quickly silent packages wake slyly according to the ideas. "
4727651,694105,"O",80878.78,"1996-07-26","5-LOW","Clerk#000005907",0,"rding to the quickly regular asymptotes. quickly special instructions eat"
4727682,458659,"O",23525.13,"1996-11-07","3-MEDIUM","Clerk#000007024",0,"al accounts against the express requests wake across the c"
4727683,161512,"O",186191.49,"1996-08-09","3-MEDIUM","Clerk#000002671",0,"ly silent packages. boldly final "
4727685,254596,"O",48875.63,"1996-01-20","1-URGENT","Clerk#000002601",0,"old requests haggle blithely. regular theodolites across the ir"
4727687,200353,"O",233756.85,"1996-06-08","1-URGENT","Clerk#000000925",0,". blithely final platelets wake blithely slyly special accounts! packa"
4727712,1313308,"O",75320.89,"1996-08-08","1-URGENT","Clerk#000003909",0,"ular accounts! slyly unusual requests sleep after the furiously final pack"
4727719,1051093,"O",72376.56,"1996-02-18","3-MEDIUM","Clerk#000007082",0,"y regular gifts dete"
4727809,1013744,"O",237603.53,"1996-06-25","5-LOW","Clerk#000007464",0,"y bold accounts will run "
4727846,1088194,"O",95707.98,"1996-10-13","3-MEDIUM","Clerk#000003133",0,"en excuses according to the furiously silent instructions h"
4727847,1253266,"O",184132.04,"1996-08-12","2-HIGH","Clerk#000004813",0,"nes about the expres"
4727875,316729,"O",87582.59,"1996-05-18","4-NOT SPECIFIED","Clerk#000002319",0,"l, regular requests. pending pin"
4727905,1318118,"O",233496.23,"1996-09-29","2-HIGH","Clerk#000006007",0,"ronically regular instructions haggle"
4727975,948058,"O",215913.38,"1996-07-13","2-HIGH","Clerk#000000568",0,"ccounts. ironic, express fox"
4728007,164776,"O",77237.95,"1996-01-01","4-NOT SPECIFIED","Clerk#000006814",0,"onic deposits. blithely express packages migh"
4728064,1193914,"O",88072.28,"1996-12-04","5-LOW","Clerk#000009170",0,"ar requests. carefully regular deposits "
4728130,256148,"O",246407.34,"1996-05-03","4-NOT SPECIFIED","Clerk#000007133",0,"ake among the quickly express hockey players. quickly ironic excuse"
4728132,1344320,"O",215214.69,"1996-06-26","4-NOT SPECIFIED","Clerk#000000017",0,"ent deposits. slyly silen"
4728167,795880,"O",272973.03,"1996-12-30","4-NOT SPECIFIED","Clerk#000007506",0,"y final packages use furiously final, pending accounts."
4728194,184798,"O",61077.67,"1996-12-16","1-URGENT","Clerk#000008071",0," special foxes; thinly regul"
4728196,206723,"O",126595.98,"1996-03-19","2-HIGH","Clerk#000000828",0,"as impress furiously bravely expre"
4728199,511471,"O",309679.52,"1996-11-25","3-MEDIUM","Clerk#000001835",0,"ng packages. even, even platelets use. fluffily i"
4728227,830095,"O",173262.51,"1996-09-19","1-URGENT","Clerk#000009289",0,"are fluffily bold foxes. silent theodol"
4728263,1105420,"O",344544.91,"1996-10-14","4-NOT SPECIFIED","Clerk#000004692",0,"y regular pinto beans. bold deposits cajole. blithely bold p"
4728293,1278770,"O",149948.95,"1996-04-14","2-HIGH","Clerk#000005696",0,"eposits use blithely fluffily regular orbits. requests cajole against th"
4728294,280697,"O",231387.32,"1996-09-24","2-HIGH","Clerk#000002589",0,"final ideas. ideas detect b"
4728324,704834,"O",29176.18,"1996-08-03","1-URGENT","Clerk#000008973",0,"s the even pinto beans will have to sleep slyly carefully unusual accounts. ir"
4728356,311635,"O",243293.77,"1996-08-31","2-HIGH","Clerk#000003874",0," notornis. instructions haggle around the regular, pending pint"
