"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
46728676,1433296,"F",3373.90,"1992-07-29","4-NOT SPECIFIED","Clerk#000003852",0,"cajole. slyly even pac"
46728677,876736,"F",102543.25,"1992-02-04","1-URGENT","Clerk#000000595",0,". final requests wake furiously behind the"
46728704,1269236,"F",18130.55,"1992-12-26","2-HIGH","Clerk#000004538",0,"s wake ironic forges. final pinto beans sleep slyl"
46728707,1066834,"F",63749.06,"1992-02-24","4-NOT SPECIFIED","Clerk#000002257",0,"ccounts use requests. pains above the doggedly ironi"
46728740,1486441,"F",295029.03,"1992-07-29","5-LOW","Clerk#000009192",0,"escapades inside the even packages doubt fluf"
46728770,1070353,"F",140857.24,"1992-07-12","5-LOW","Clerk#000009643",0," even accounts. regular deposits"
46728771,1390427,"F",258211.46,"1992-02-13","1-URGENT","Clerk#000004096",0,"uffily. slyly silent pinto beans haggle blithely pe"
46728803,181756,"F",206804.19,"1992-05-03","1-URGENT","Clerk#000000156",0,"refully silent accounts serve above the slyly final depen"
46728804,755623,"F",17071.39,"1992-12-06","5-LOW","Clerk#000008740",0,"ter the unusual attainments. regular deposits sublate furiously "
46728867,1135120,"F",196474.08,"1992-02-25","3-MEDIUM","Clerk#000007796",0,"usly pending, bold packages. slyly ironic requests doze. pinto beans na"
46728900,1456285,"F",72124.29,"1992-10-31","1-URGENT","Clerk#000006241",0,"requests detect across the fluffily regular foxes. unusual deposits use alon"
46728901,264677,"F",244565.59,"1992-03-01","3-MEDIUM","Clerk#000009200",0,"c, ironic foxes after the final notornis nag slyly against the even"
46728931,310355,"F",173249.14,"1992-12-27","5-LOW","Clerk#000008300",0,"tructions. bold, regular accounts wake across the slyly i"
46728995,21500,"F",9042.58,"1992-04-13","1-URGENT","Clerk#000009110",0," ideas. fluffy, final accounts are thinly. slyly ironic accounts a"
46728999,170740,"F",136070.31,"1992-04-20","1-URGENT","Clerk#000000024",0,"es. furiously ironic deposits cajole "
46729024,108664,"F",70699.37,"1992-06-24","4-NOT SPECIFIED","Clerk#000001161",0,"pecial packages doubt slyly packages. ironic deposits cajole furiously"
46729061,697312,"F",347596.00,"1992-03-24","5-LOW","Clerk#000005787",0,"l deposits. furiously final pinto beans about the furiously express foxes"
46729093,447206,"F",143348.95,"1992-10-28","4-NOT SPECIFIED","Clerk#000005339",0," haggle fluffily. pinto beans use quickly along the packages. bold"
46729120,137648,"F",73961.63,"1992-09-22","5-LOW","Clerk#000008108",0,"ending deposits hinder carefully arou"
46729121,445538,"F",174456.97,"1992-08-09","5-LOW","Clerk#000003841",0,"y ironic ideas nag blithe"
46729127,935450,"F",100742.10,"1992-12-19","5-LOW","Clerk#000005096",0,"ckly unusual dolphins hang carefully after the care"
46729156,601972,"F",64476.20,"1992-01-25","2-HIGH","Clerk#000003790",0,"y regular requests cajole quickly bold packages. blithely idle acc"
46729158,814231,"F",120119.77,"1992-08-31","4-NOT SPECIFIED","Clerk#000000681",0,"inal theodolites. slyly final packages affix slyly dependencies. q"
46729187,72523,"F",128014.45,"1992-07-13","3-MEDIUM","Clerk#000003828",0," accounts play quickly furiously regular deposits. quickly quiet "
46729216,22111,"F",49660.38,"1992-01-16","1-URGENT","Clerk#000008689",0,"ly unusual accounts. carefully regular theodolite"
46729281,1387324,"F",203743.05,"1992-12-16","3-MEDIUM","Clerk#000006162",0,". regular theodolites among the quickly reg"
46729287,778343,"F",220652.62,"1992-09-20","3-MEDIUM","Clerk#000002365",0,"out the furiously pending theodolites believe final, even"
46729377,1177490,"F",213240.72,"1992-02-11","5-LOW","Clerk#000005982",0,"otes-- ironic platelets during the deposits are care"
46729380,520664,"F",355687.11,"1992-04-15","1-URGENT","Clerk#000007854",0,"he furiously special accounts. furiously final deposits to the accounts a"
46729382,1327489,"F",116935.45,"1992-07-26","4-NOT SPECIFIED","Clerk#000004988",0,"the furiously even sheaves lose slyly"
46729409,318800,"F",167965.36,"1992-06-04","4-NOT SPECIFIED","Clerk#000009798",0," carefully instructions. regular theodolites detect alon"
46729412,1079293,"F",226539.02,"1992-11-05","4-NOT SPECIFIED","Clerk#000003746",0,"ons poach carefully slyly regular "
46729441,1213219,"F",189556.02,"1992-04-10","2-HIGH","Clerk#000000249",0,"latelets. fluffily bold ideas sleep carefully silent ide"
46729442,1038274,"F",68328.59,"1992-04-04","2-HIGH","Clerk#000005659",0,"egular accounts sleep according to "
46729447,1103755,"F",69325.04,"1992-02-08","5-LOW","Clerk#000007103",0,"s. unusual packages engage carefully thin theodolites. regu"
46729474,1315973,"F",17800.57,"1992-05-10","1-URGENT","Clerk#000007618",0,"s the furiously reg"
46729504,1119385,"F",225234.33,"1992-09-17","5-LOW","Clerk#000005189",0,"as use carefully special pinto beans. quickly special pint"
46729510,892924,"F",183594.56,"1992-05-08","2-HIGH","Clerk#000001929",0,"thely regular requests use slyly"
46729537,1388654,"F",40600.44,"1992-07-22","1-URGENT","Clerk#000009827",0,"ously special foxes "
46729637,1408480,"F",229987.62,"1992-12-24","3-MEDIUM","Clerk#000005702",0,"detect. quickly stealthy requests after the quickly even packages haggle slyly"
46729703,1045091,"F",147354.85,"1992-08-04","5-LOW","Clerk#000006980",0," blithely carefully ironic accounts. blithely ironic deposits haggle "
46729731,844387,"F",229442.74,"1992-06-23","2-HIGH","Clerk#000008787",0,"e slyly. furiously unusual dependencies a"
46729760,1210690,"F",244799.35,"1992-08-03","4-NOT SPECIFIED","Clerk#000003440",0," are slyly alongsid"
46729766,1352305,"F",9718.94,"1992-03-28","3-MEDIUM","Clerk#000008078",0,"ses wake furiously. blithely careful packages after the furiously b"
46729792,1429091,"F",264567.71,"1992-07-17","1-URGENT","Clerk#000004952",0,"ing excuses breach regular requests-- packages are c"
46729799,70186,"F",244074.15,"1992-03-29","2-HIGH","Clerk#000007468",0,"ding foxes. blithely final pinto beans ar"
46729825,505469,"F",131877.69,"1992-08-10","4-NOT SPECIFIED","Clerk#000009775",0,"er the silently final theodolites are slyly after the"
46729831,139216,"F",121153.09,"1992-07-05","4-NOT SPECIFIED","Clerk#000001150",0," unusual dependencies. furi"
46729925,678892,"F",19915.20,"1992-09-05","1-URGENT","Clerk#000002108",0,"oxes integrate alongside of the slyly busy accounts. blithely un"
46729958,1165048,"F",61715.15,"1992-04-25","4-NOT SPECIFIED","Clerk#000000209",0,"ct carefully even deposits. special, pending deposits cajole furious"
46729986,694505,"F",100611.59,"1992-12-19","2-HIGH","Clerk#000006227",0,"counts. slyly even orbi"
46729989,1201153,"F",12864.41,"1992-06-23","1-URGENT","Clerk#000006726",0,"-ray slyly blithely bold theodolites. blithely regular in"
5938501,212683,"F",131873.21,"1992-06-04","5-LOW","Clerk#000008485",0,"press, ironic pinto beans during the furiously ironic pinto beans"
5938503,31541,"F",238069.99,"1992-12-09","3-MEDIUM","Clerk#000003049",0," furiously. sauternes play q"
5938529,4129,"F",327094.48,"1992-08-10","2-HIGH","Clerk#000003768",0,"ckly bold dependencies. even accounts wake according to the carefully special "
5938530,394759,"F",41825.20,"1992-06-27","4-NOT SPECIFIED","Clerk#000009928",0,"ns sleep carefully alongside of the doggedly bold instructions: d"
5938531,181456,"F",165350.70,"1992-10-20","1-URGENT","Clerk#000000044",0,"each regularly for the regular, regular accounts-- s"
5938535,1185824,"F",37145.82,"1992-11-16","4-NOT SPECIFIED","Clerk#000005036",0,"lly regular packages print quickly blithely bold foxes. carefully f"
5938628,189791,"F",23356.95,"1992-01-20","1-URGENT","Clerk#000000433",0,"counts haggle furiously. requ"
5938629,807884,"F",124193.59,"1992-02-01","4-NOT SPECIFIED","Clerk#000008947",0,"ending ideas around the requests boost carefully accordi"
5938630,105334,"F",255941.18,"1992-03-01","4-NOT SPECIFIED","Clerk#000008867",0,"ronic, ironic requests haggle across the slyly"
5938656,315937,"F",170659.52,"1992-11-01","3-MEDIUM","Clerk#000007936",0,"ect carefully about the carefully final requests. carefully final theod"
5938721,1051168,"F",154571.58,"1992-12-11","3-MEDIUM","Clerk#000004484",0,"the blithely express pinto beans. carefully even packages believe "
5938722,1460786,"F",61089.75,"1992-10-05","3-MEDIUM","Clerk#000001860",0,"p regularly above the slyly regular accounts: express deposits wake furious"
5938723,914692,"F",53857.71,"1992-04-09","1-URGENT","Clerk#000001250",0,"unusual asymptotes. special, regular decoys along the furiously "
5938725,281164,"F",67901.60,"1992-03-10","2-HIGH","Clerk#000005288",0,"ructions wake idly after the slyly"
5938726,495251,"F",101712.01,"1992-03-07","3-MEDIUM","Clerk#000005141",0,"rs are carefully around the slyly unusua"
5938789,843529,"F",261100.32,"1992-09-29","2-HIGH","Clerk#000009654",0,"ar foxes above the furiously even instructions are quickly regularly unusual"
5938854,748886,"F",243050.62,"1992-08-04","5-LOW","Clerk#000005521",0,"the pending requests use carefully regular ideas. express, regular pinto"
5938855,23246,"F",192144.60,"1992-06-20","4-NOT SPECIFIED","Clerk#000007483",0,"ly pending pearls. unusual pinto beans sleep blithely fin"
5938885,236110,"F",277367.15,"1992-05-26","1-URGENT","Clerk#000000358",0,"n fluffily. express accounts haggle carefully. blithely regular"
5938981,1231765,"F",179319.47,"1992-03-31","3-MEDIUM","Clerk#000000862",0," pending requests. regular ideas doze"
5939041,1244879,"F",212255.89,"1992-09-15","5-LOW","Clerk#000003031",0,"furiously ironic accounts. ironic packages dazzle blithely slyly b"
5939042,673574,"F",161155.72,"1992-01-14","5-LOW","Clerk#000007542",0," nag quickly quickly final ideas. sp"
5939072,1185124,"F",164838.31,"1992-11-19","1-URGENT","Clerk#000003363",0,"e slowly regular deposits. unusual, final packag"
5939075,1363349,"F",270481.18,"1992-10-26","1-URGENT","Clerk#000002248",0,". special accounts print blithely a"
5939104,908044,"F",278069.20,"1992-07-15","4-NOT SPECIFIED","Clerk#000007344",0,"regular packages. ironic notornis "
5939107,613843,"F",135111.42,"1992-02-01","1-URGENT","Clerk#000002234",0,"y pending notornis are fluffi"
5939111,443794,"F",67190.13,"1992-06-24","2-HIGH","Clerk#000008248",0,"e ideas. regular deposits impress slyly regular deposits. sly"
5939168,121081,"F",69356.03,"1992-11-08","4-NOT SPECIFIED","Clerk#000007216",0,"ites. furiously bold requests cajole furiously according to the furio"
5939169,1002995,"F",128777.94,"1992-06-04","3-MEDIUM","Clerk#000008886",0,"regular deposits integrate blithely. theodolites across the ironic foxes"
5939172,1208225,"F",152044.96,"1992-05-08","3-MEDIUM","Clerk#000000153",0,"d, even pinto beans haggle qu"
5939200,144011,"F",166669.70,"1992-04-11","5-LOW","Clerk#000003912",0," requests boost evenly "
5939206,35948,"F",75789.12,"1992-10-13","4-NOT SPECIFIED","Clerk#000003182",0,"egular requests haggle quic"
5939235,625610,"F",191951.13,"1992-03-21","3-MEDIUM","Clerk#000002853",0,"nal courts. blithely even theodolites sublate carefully against the regul"
5939264,1157042,"F",210354.04,"1992-11-18","5-LOW","Clerk#000002523",0,"eat carefully alongside of the final,"
5939265,392600,"F",10352.58,"1992-08-10","2-HIGH","Clerk#000008792",0,"furiously express theodolites wake furiously. even deposits run carefully q"
5939271,1162829,"F",250560.85,"1992-10-03","5-LOW","Clerk#000000189",0,"maintain along the pending, regular packages. furio"
5939298,995023,"F",15474.17,"1992-08-29","5-LOW","Clerk#000007178",0," haggle about the furiously silent plat"
5939303,1411990,"F",67702.88,"1992-09-06","2-HIGH","Clerk#000007547",0,"c requests. slyly final requests maintain furiously"
5939328,1314238,"F",22249.80,"1992-06-08","1-URGENT","Clerk#000008386",0," accounts. slyly final asymptotes are; quick"
5939360,1114187,"F",289674.13,"1992-09-26","4-NOT SPECIFIED","Clerk#000000152",0,"- carefully final accounts affix. final deposit"
5939361,124574,"F",166126.99,"1992-08-08","5-LOW","Clerk#000008391",0," even deposits nag above"
5939364,1181497,"F",141136.72,"1992-08-15","2-HIGH","Clerk#000003011",0,"eas use slyly across the carefully ironic pinto beans. ruthlessly "
5939396,121009,"F",177977.04,"1992-09-12","3-MEDIUM","Clerk#000000631",0," deposits along the furiously u"
5939558,1265974,"F",231558.11,"1992-09-30","4-NOT SPECIFIED","Clerk#000004716",0,"ole against the final depos"
5939586,566461,"F",292188.07,"1992-11-20","1-URGENT","Clerk#000003497",0,"fluffily regular deposits accordin"
5939616,920938,"F",183696.42,"1992-08-28","5-LOW","Clerk#000007409",0,"nts are slyly according"
5939713,82864,"F",12686.35,"1992-08-17","4-NOT SPECIFIED","Clerk#000006748",0,"ly pending pinto beans. fluffily bold package"
5939746,890023,"F",66026.52,"1992-01-31","3-MEDIUM","Clerk#000004716",0,"wake slyly along the furiously final ideas. foxes above the"
5939812,1264657,"F",68547.37,"1992-11-03","2-HIGH","Clerk#000006787",0,"oxes maintain above the regular, even instructions. permanent reques"
5939872,1425281,"F",79525.40,"1992-08-02","3-MEDIUM","Clerk#000007013",0,"cajole quickly blithely final packages. dependenc"
5939878,154516,"F",238177.30,"1992-05-08","1-URGENT","Clerk#000001487",0,"ully regular requests. carefully final requests at the final r"
5939879,418984,"F",160660.42,"1992-06-15","5-LOW","Clerk#000005133",0," furiously. slyly pending deposits "
5939905,1395488,"F",249100.67,"1992-04-17","3-MEDIUM","Clerk#000006045",0,"xes. slyly pending packages thrash furiously. fluffily i"
5939939,858455,"F",59947.61,"1992-11-19","5-LOW","Clerk#000001027",0,"he pending asymptotes. even, even foxes above the carefully unusu"
5939968,1224559,"F",67206.97,"1992-11-12","2-HIGH","Clerk#000006911",0,"ly carefully ironic accounts. Tiresias detect"
5939971,1023983,"F",33943.25,"1992-08-04","2-HIGH","Clerk#000009046",0,"tions cajole fluffily after the quickl"
5940002,1493168,"F",258804.94,"1992-07-06","2-HIGH","Clerk#000008931",0,"ithely final excuses poach blithely final packages. regu"
5940003,672502,"F",103356.54,"1992-12-14","4-NOT SPECIFIED","Clerk#000007113",0,"ate. enticing, silent deposits are. bold, pending requests "
5940037,1032082,"F",210453.65,"1992-11-10","4-NOT SPECIFIED","Clerk#000005003",0,"slyly regular ideas. blithely regular pinto bea"
5940039,58957,"F",246815.33,"1992-09-19","3-MEDIUM","Clerk#000000979",0,"quests nag after the pending instructions. "
5940065,653524,"F",72859.16,"1992-11-11","2-HIGH","Clerk#000006371",0,"e ironically final accounts"
5940066,770461,"F",276690.97,"1992-04-15","5-LOW","Clerk#000006667",0,"ag. regular excuses f"
5940103,1060202,"F",228486.52,"1992-09-26","2-HIGH","Clerk#000005522",0,"ickly pending requests. q"
5940130,279787,"F",160826.41,"1992-12-02","4-NOT SPECIFIED","Clerk#000007122",0,". slyly final instructions wake carefull"
5940132,1159144,"F",339315.81,"1992-01-18","3-MEDIUM","Clerk#000002697",0,"y express Tiresias. slyly bold"
5940260,65983,"F",71438.88,"1992-02-15","3-MEDIUM","Clerk#000008878",0,"le furiously. asymptotes c"
5940261,457307,"F",112762.15,"1992-07-07","2-HIGH","Clerk#000000538",0,"ave to sleep pending requests. special, even asymptotes sleep carefully p"
5940322,820897,"F",66126.39,"1992-10-15","4-NOT SPECIFIED","Clerk#000001226",0,"gular accounts are furiously. even pinto beans affix quickly around the"
5940323,1289557,"F",149074.73,"1992-03-04","1-URGENT","Clerk#000009830",0,"n packages. slyly regular deposits int"
5940420,1429744,"F",173646.54,"1992-06-04","4-NOT SPECIFIED","Clerk#000006156",0,"slyly ironic requests. slyly express packages are ca"
5940451,433384,"F",21830.38,"1992-10-16","1-URGENT","Clerk#000006676",0,"ously even courts. permanent pinto"
5940454,1323206,"F",190654.05,"1992-08-28","3-MEDIUM","Clerk#000000450",0,"ep furiously. slyly even packages cajole furiously. requests"
5940550,1389667,"F",61588.41,"1992-07-19","3-MEDIUM","Clerk#000005390",0," ironic packages use carefull"
5940612,140251,"F",195495.89,"1992-04-27","5-LOW","Clerk#000002216",0," slyly ironic excuses cajole carefully after t"
5940645,250243,"F",103032.65,"1992-11-16","3-MEDIUM","Clerk#000009315",0,"e blithely alongside of the packa"
5940740,1436708,"F",21248.13,"1992-07-07","1-URGENT","Clerk#000006919",0,"es. carefully unusual deposits doubt. pending accounts above the blithely ir"
5940773,310385,"F",150302.50,"1992-08-05","5-LOW","Clerk#000003981",0,"ave asymptotes. accounts boost after the carefully express deposits. qu"
5940774,1137391,"F",99681.63,"1992-08-22","3-MEDIUM","Clerk#000004463",0," after the fluffily ironic theodolite"
5940804,1378718,"F",206854.76,"1992-12-23","4-NOT SPECIFIED","Clerk#000007217",0,"ts sleep fluffily. regular"
5940833,7447,"F",90459.66,"1992-08-30","5-LOW","Clerk#000000016",0,"oost quickly pending warthogs; sly"
5940837,1414987,"F",238547.68,"1992-01-05","5-LOW","Clerk#000004575",0,"al deposits cajole among the special, final patterns. s"
5940865,1399876,"F",173205.18,"1992-05-13","5-LOW","Clerk#000000466",0,"ar, furious decoys "
5940896,698725,"F",173794.00,"1992-04-27","4-NOT SPECIFIED","Clerk#000001881",0,"final warthogs. finally "
5940900,317441,"F",160437.38,"1992-09-02","1-URGENT","Clerk#000003130",0,"accounts. even accounts wak"
5940930,1020037,"F",29514.84,"1992-03-19","2-HIGH","Clerk#000005543",0,"ts wake carefully alongside of the ironic accounts. furiously unusual packag"
5940967,132214,"F",151775.39,"1992-12-03","5-LOW","Clerk#000005445",0," the even requests sleep pending, "
5940992,614497,"F",182795.43,"1992-05-10","4-NOT SPECIFIED","Clerk#000009616",0,"unts. regular theodol"
5940994,506597,"F",79833.80,"1992-08-21","5-LOW","Clerk#000006637",0,"he quickly express requests. fluffily unusual ideas haggl"
5941024,534022,"F",18323.73,"1992-05-05","5-LOW","Clerk#000006494",0,"t at the furiously r"
5941026,481405,"F",75722.71,"1992-11-12","3-MEDIUM","Clerk#000006136",0,"ously about the carefully silent depend"
5941058,131491,"F",36452.52,"1992-05-03","1-URGENT","Clerk#000004258",0,"fily according to the fu"
5941091,7192,"F",25901.35,"1992-08-03","1-URGENT","Clerk#000005952",0,"ns integrate above the carefully even "
5941123,1275199,"F",27556.67,"1992-08-18","3-MEDIUM","Clerk#000006101",0,"sits sleep; ironic ideas sleep fluffily. slyly even depos"
5941156,107567,"F",282607.95,"1992-01-30","2-HIGH","Clerk#000005236",0,"s. fluffily brave sauternes are. requests haggle furiously blithely"
5941185,190055,"F",217718.61,"1992-01-08","2-HIGH","Clerk#000009728",0," patterns: carefully unusual deposits poach blithely slyly bo"
5941216,507994,"F",194880.46,"1992-05-19","4-NOT SPECIFIED","Clerk#000000305",0,"ructions detect along "
5941220,185365,"F",206893.18,"1992-12-22","4-NOT SPECIFIED","Clerk#000006439",0,"hely pending foxes "
5941222,265433,"F",42779.79,"1992-05-04","1-URGENT","Clerk#000001424",0,"inal, final accounts wake carefully according to the daringly speci"
5941316,695741,"F",97152.77,"1992-02-16","1-URGENT","Clerk#000004097",0," frets. slyly bold requests haggle slyly above the b"
5941349,536380,"F",192133.37,"1992-05-07","2-HIGH","Clerk#000006505",0,"dolphins eat among the regularly unusual deposit"
5941376,434585,"F",68834.53,"1992-07-09","5-LOW","Clerk#000001557",0,"pending foxes use slyly above the furiously even requests. regular grouche"
5941379,720271,"F",55461.94,"1992-03-24","1-URGENT","Clerk#000002496",0,"g the dependencies sleep quickly instructions. pending packages are bl"
5941409,1316792,"F",221552.81,"1992-08-24","3-MEDIUM","Clerk#000006351",0,"ts against the furiously express dependencies would serve q"
5941413,1101589,"F",115325.58,"1992-10-08","3-MEDIUM","Clerk#000009188",0,"ag slyly slyly quiet T"
5941414,1380202,"F",296234.14,"1992-01-11","4-NOT SPECIFIED","Clerk#000005671",0,"ly special requests sleep requests. ironic ac"
5941473,1080326,"F",43428.87,"1992-11-25","1-URGENT","Clerk#000001723",0,"requests. quickly regular requests sleep toward the regular, even accounts."
5941509,50551,"F",150770.06,"1992-06-10","3-MEDIUM","Clerk#000002244",0,"ly express deposits should have to detect final theodolites. platelets coul"
5941638,1372630,"F",153001.84,"1992-08-12","2-HIGH","Clerk#000001298",0,"ainst the furiously unusual ideas. slyly s"
5941670,1175531,"F",124268.33,"1992-03-22","5-LOW","Clerk#000001972",0," carefully bold deposits are fluffily. ca"
5941696,1497917,"F",236537.42,"1992-06-24","5-LOW","Clerk#000008431",0,"usly against the express, regular pinto beans"
5941702,680911,"F",170429.12,"1992-12-10","4-NOT SPECIFIED","Clerk#000004180",0," ironic instructions cajole; slyly final requests dazzle accordi"
5941703,570398,"F",292885.33,"1992-06-26","4-NOT SPECIFIED","Clerk#000007953",0,"cies. silently final accounts wake slyly across the ideas. careful"
5941795,1334122,"F",52527.22,"1992-05-21","5-LOW","Clerk#000003264",0,"ons cajole busily dep"
5941825,1376944,"F",95174.22,"1992-11-16","5-LOW","Clerk#000001098",0,"ts cajole along the fin"
5941826,267506,"F",36178.85,"1992-11-05","1-URGENT","Clerk#000000136",0,"uctions alongside of the slyly even requests nag regularly about the care"
5941859,504845,"F",151872.45,"1992-04-03","3-MEDIUM","Clerk#000000860",0,"ording to the fluffily special requests. fluffil"
5941893,535630,"F",159025.12,"1992-08-03","5-LOW","Clerk#000002405",0,"ts sleep. blithely bold foxes are carefully ironic deposits: slyly regular"
5941922,646255,"F",84095.65,"1992-12-29","2-HIGH","Clerk#000002723",0,"lithely ironic packages cajole stealthily carefully un"
5941953,558874,"F",112152.27,"1992-01-02","2-HIGH","Clerk#000008240",0,"nic requests. fluffily silent packages cajole quickly. unusual a"
5941986,395102,"F",70765.76,"1992-01-04","5-LOW","Clerk#000008152",0,"s. regular, regular deposits except"
